citing_year,n_citations,scr_any,scr_majority
2016,24,0.2916666666666667,0.2916666666666667
2017,35,0.37142857142857144,0.34285714285714286
2018,89,0.3707865168539326,0.29213483146067415
2019,93,0.43010752688172044,0.3763440860215054
2020,90,0.4444444444444444,0.3888888888888889
