id,publication_year,countries_str
W2038162853,2007,NA
W80965907,2005,NA
W2931769683,2009,NA
W2003065959,2004,NA
W2579744817,2022,NA
W1591081625,2015,US
W596913187,1952,NA
W2110117288,2012,CA
W2086226461,2011,US
W380575115,2002,NA
W7096965906,2012,NA
W2178665133,2015,GB
W4243319234,1991,NA
W1988148062,2006,CA
W1547781706,1988,US
W2028285783,2009,FR
W6974370769,2009,NA
W2150768874,2008,GB
W2032811864,1991,NA
W1513563257,2008,JP
W2186234443,2004,NA
W2953396063,2019,NA
W1544014371,2016,CA
W1994281102,1968,US
W2157070558,2001,US
W3136230078,2016,NA
W4239726478,1998,NA
W6999969212,2012,FR;SE
W7051829375,2008,NA
W6925749281,2012,NA
W2505345986,2000,NA
W6945444627,2005,NA
W2909301103,2009,NA
W2335729768,1983,NA
W2760476461,2017,CN
W2066766101,2009,BE
W2495855203,2015,NA
W2780255679,2015,NA
W566022684,2004,NA
W623185112,1996,NA
W2930157406,2019,FR;NL
W2013855677,1994,NL
W2028016886,2013,CN;SE
W1574578120,2017,CH
W2011819080,1972,NA
W1252642861,2001,US
W3012329794,2008,NA
W4256009399,2019,NA
W7070972392,1994,NA
W2336058192,2000,NA
W2070080270,2010,GB
W2152699595,2015,BE
W1999183701,2003,AU;HK
W6948103856,2003,NA
W6958521038,2022,NA
W2108325777,2004,US
W4231810330,1997,NA
W1783594902,2006,NA
W2563017468,2016,DE
W2252701108,2024,NA
W2028842220,2011,FR
W2144784353,2013,PL
W6889630617,2008,NA
W2205319774,2009,NA
W1975107573,2012,US
W2799220266,1981,NA
W3174655110,2023,ES;FR
W2036759922,2006,US
W1532387269,1968,NA
W1965867134,2013,DE
W2289309488,2011,NA
W2065638089,2003,US
W180971321,2011,FI
W2040378704,1984,NA
W2171538950,2002,US
W2014902591,2005,US
W4205444062,2012,NA
W1599476867,1990,NA
W2112422413,2004,US
W2612979962,2011,NA
W7097534349,2013,NA
W2168628252,2009,GB;US
W2155045631,2013,CN;US
W2159737986,1982,US
W2067481201,1987,US
W2003094793,2010,GB
W3132826558,2014,NA
W2328877856,2010,NA
W2581936041,2012,NA
W2065218635,2004,IL
W1971908724,1997,NA
W2491203822,2011,NA
W3103871524,1972,NA
W1550613562,2012,US
W2077027811,2011,NA
W2475620153,2011,NA
W2474864565,2015,CH
W4298164899,2006,NA
W1516074370,2000,NA
W428499489,2011,NA
W2021210366,2006,BE
W2618291677,2004,NA
W1524240818,2011,NA
W1977001629,1999,IN;US
W1976496746,2007,NA
W2902054591,2018,GB
W2331291385,1976,NA
W1517361551,2012,NA
W7027797885,2021,NA
W2031159308,1996,GB
W2484966756,2012,FR
W2113000441,2010,NA
W2740117598,2010,NA
W3164447479,2019,NA
W2039287344,1998,CA;US
W2157963512,2001,US
W2934734882,2017,NA
W2470990616,2012,NA
W7015633225,NA,NA
W2160632223,2013,NL
W2168346701,2007,US
W1539587067,1998,NA
W7053230417,NA,NA
W2133098167,2009,AU;DE
W2086835745,1995,NL
W2070240294,1998,FR
W2069149367,2006,GB
W2759136286,2017,CN
W2076203007,2012,US
W1981596558,2014,GB
W424904457,2008,NA
W2173160936,2015,PL
W798020871,1995,NA
W4250283139,2021,NA
W4205275851,1981,US
W6918031380,2021,NA
W2001299546,2002,NA
W1973590673,2001,ES
W787192692,2014,US
W6959252893,2010,NA
W2335681479,1968,NA
W3176573564,2020,NA
W2035721382,1999,US
W2160608438,2015,NA
W172861654,2008,NA
W1545953061,2008,US
W779297117,2011,DE
W6959888254,2013,NA
W2038534832,2012,AU
W2234661834,2004,DE
W1475736584,2013,IT
W6936512294,2008,NA
W2068734599,2007,NA
W2743076395,2016,LU
W2486191948,2007,NA
W1605977370,2007,DE;NL
W1521373230,2005,AU
W1607405323,2012,US
W2341848213,1988,NA
W4234685179,1999,NA
W1819903106,2002,US
W1505157952,1969,NA
W180349086,2024,NA
W2045458507,2009,IL
W6980740588,2005,NA
W7099915732,2009,NA
W2001642682,2007,US
W1493769376,2015,FR;US
W2212784324,2012,NA
W1586116291,2007,NA
W2021082438,2003,US
W2912126205,2018,NA
W2069423658,2013,US
W1497256448,1992,NA
W2516678343,2016,US
W2159276920,2014,NA
W2045749853,1980,GB
W4393557887,2022,DE
W151498629,2012,IT
W1979569538,2011,GB
W2614913015,2012,NA
W81205094,2004,NA
W2092349521,2002,US
W6893952942,2022,AT
W7002254874,2009,NA
W1964899501,2012,NA
W2017483902,1975,US
W7046139733,2007,NA
W3217046821,1984,NA
W651882170,1998,NA
W1911382742,2012,CA
W2125143496,2005,NZ
W2053440061,2015,US
W1484970859,2012,DE
W2051887480,2011,FI
W2214440489,2022,NL
W621923303,2010,NA
W1557389294,1988,NA
W2047961976,2014,NA
W2123139556,2010,US
W1740034975,1998,NA
W7064073258,2011,NA
W2038409722,2011,NA
W2189408335,2010,NA
W2056944867,1978,US
W2021581601,2010,AU
W2150481357,2013,ES
W7008066057,2011,NA
W2071943868,2000,US
W2161173831,2006,NA
W7097978842,2009,NA
W7068480708,1986,NA
W2059027798,1929,NA
W1563122285,2021,GB;IT;US
W1988325585,1991,GB
W2062200611,2009,DK
W1938298890,2008,DE;US
W2007129677,1975,NA
W1565599076,1999,NA
W2000453604,1994,AU
W1504470804,1997,NA
W2189239461,1999,NA
W2152256422,2001,NA
W2129615061,2012,GB;GR
W1484485089,2007,US
W2300829581,2009,NA
W2052354855,1994,GB
W2016463801,2005,US
W4304205976,2022,NA
W236780116,1989,US
W6936813913,2020,NA
W2109558114,2011,NA
W2299583130,1961,NA
W1531648885,2007,GB
W2094411915,1989,IT
W2995077614,1933,NA
W4406798943,2024,NA
W1841244409,2014,NA
W7075721140,1992,NA
W169580089,2002,NA
W1987780687,1994,FR
W2553435349,2014,NA
W162987696,2002,NZ
W646951441,1966,NA
W2325553602,2015,US
W4236243474,2020,NA
W422858139,2010,NA
W2258117333,2015,GB
W2173085103,2015,US
W180983716,1991,NA
W7097594693,2015,NA
W2069582578,2005,US
W2199262047,2010,NA
W2103707024,2007,GB
W194159072,1958,US
W2105950236,2010,IL
W1561236452,2010,NA
W2438775341,1982,NA
W615540791,2003,NA
W2599982682,2016,NA
W2152986156,2003,NA
W1604075113,2005,GB;NZ
W2155353872,2004,GB
W2625465398,2017,US
W2098518910,2000,NA
W1986832654,2010,GB
W2293665468,2015,DE;IN
W2100910924,2005,NA
W1572121282,1993,NA
W1969543263,2007,CN;CZ;DE;NO;US
W610131805,2014,US
W1776391388,2015,GB
W2018433199,2010,US
W3001599156,2001,US
W2028386247,2011,DE
W2019343796,2015,CA
W1584686871,2011,NA
W2964023588,2013,ES;MX
W2080996291,1997,US
W347121391,2003,NA
W1531085196,2012,GB
W4234361085,2013,US
W2485076980,1992,NA
W1503715329,2011,NA
W1525770891,2017,NA
W777131852,2015,DE
W7097161263,2010,NA
W2030194216,2011,NA
W7075613381,2001,NA
W2096537993,2009,US
W3122600457,2011,NA
W2242459625,2008,NA
W1526426957,2002,NA
W3122929978,2020,NA
W7020792810,1971,NA
W4236642557,2021,NA
W4240412401,2011,NA
W2901346567,2014,FR
W3014710318,2014,NA
W60087607,2004,NA
W2046020929,2005,US
W3091404115,2008,NA
W3173472114,2013,NA
W6962671553,2015,NA
W2166894669,2002,CA
W2104766360,2002,NA
W2497394766,2012,NA
W2135298690,2000,US
W2044474524,1981,NA
W2486900235,2005,NA
W1487060125,2004,NA
W4238373603,2002,NA
W1997312619,2001,FR
W2022667416,2000,CN;GB
W2039827492,2011,US
W1523109090,1997,NA
W2295209691,1999,US
W2591846515,2014,NA
W2001908502,2011,IL
W133014724,2010,NA
W1581524093,2013,NA
W2152091855,2003,US
W4300827275,2016,US
W2206214098,2013,NA
W4411083571,2015,NA
W1994989165,1992,CA
W3164459275,2017,DE
W2036942243,2003,NA
W2567907888,2002,NA
W2110037782,2012,GB
W628580376,2002,NA
W2294043777,2010,CA;US
W1521770754,2004,GB;NL
W1975349756,2005,NA
W2039726508,2009,NA
W1589670278,1975,NA
W2129652293,1997,US
W1975989409,2008,US
W111082368,2003,IT
W1964879903,2009,US
W1601880167,2012,US
W4205888186,2022,JP
W1540550673,2002,US
W45847099,1996,NA
W2971277088,2019,US
W1529493719,1998,DE
W2012379344,2013,ES;IT
W2142119181,2012,PH;US
W2503134971,2011,NA
W2154331289,2006,US
W2113960660,2008,GB
W570927610,2012,GB
W307400639,2007,PL;US
W2065475636,2004,GB
W2521874375,2012,NA
W2032390994,2013,UG;US
W3216947134,2008,NA
W2325157233,1986,NA
W2997737316,1990,NA
W2071198821,2013,US
W2944601159,2014,NA
W2501935359,2006,GB
W1586197708,2007,DE;US
W2043025487,1988,NA
W368609754,2011,NA
W2951319051,2003,CA;NL
W2077632886,2007,CA
W125094683,2012,DE;US
W129383413,2004,NA
W2073433993,2002,US
W1984075727,2007,NA
W7065644570,1996,NA
W1970166914,2014,US
W7036445854,NA,NA
W1917410257,2015,DE
W1585360772,2001,US
W2083067383,1994,PL
W2032190725,2010,CN
W2004165551,2011,CH
W1487186994,2011,NA
W30220727,2002,NA
W1576693970,2011,ES;GB;IT
W2802387326,1996,NA
W4238357212,1966,NA
W6929660650,2007,NA
W1631096903,2012,US
W2036953297,1953,NA
W2063413915,1995,US
W4252443824,2020,NA
W4243218146,2014,NA
W2155619922,2002,CN;JP
W1972458248,2000,NZ
W2620059774,2012,NA
W1565176045,1969,NA
W3171093681,2021,GB;US
W6941519709,2021,NA
W1526182835,2003,NA
W2016857616,1980,NA
W2558611208,2016,MX
W1547477745,1955,NA
W3014830816,2016,NA
W1588957466,2010,NA
W1971731790,1984,NA
W1610584710,2015,GB;US
W380738927,2007,NA
W6936609100,2008,NA
W4242483503,2000,NA
W597352675,2014,US
W2152238224,2013,NL
W1554215549,2002,NA
W1982793155,1956,US
W2092654472,2003,US
W1250679509,2011,BG;ES;US
W2086677051,2000,US
W4238938728,2018,NA
W2253509007,2002,PT
W1503292535,2010,SE
W1483976196,2007,NA
W4220801539,2022,DE
W2170571488,2002,NA
W2063434074,2011,FI;NL
W1590279161,2010,NA
W1729094919,1999,NA
W3215858826,2002,NA
W7099716188,2012,NA
W1987425783,2007,NA
W3153785672,2021,IT;SI
W112381816,1972,NA
W1986937683,2013,US
W1973472718,2009,GB
W1583059097,2011,NA
W1514823463,1994,NA
W2010462968,2013,GB;US
W2154977911,2009,GB
W413605166,1968,NA
W2400976137,2010,NA
W2003089965,1940,NA
W1983774147,2012,NA
W1827250200,1993,NA
W4251690049,2002,US
W2025386421,1991,US
W2073559431,1990,CA
W2886849164,2012,NA
W2597071889,2010,NA
W2803609932,2018,BR
W1999730404,2011,GB
W6894068518,2017,DE;MN;US
W2148587638,2002,US
W2180404376,2005,NA
W2094419105,1963,NA
W2969702528,2019,PL
W2158452868,2010,GB
W1988371238,2013,CH
W2076133778,2010,IE
W1982923588,2000,NA
W2888634710,2018,DE;IT
W4240577878,1997,NA
W2077271474,1986,NA
W1505905350,1965,NA
W4250586505,2015,NA
W4255671361,2015,PL
W1599752317,1998,NA
W4237389469,1997,NA
W2062086417,1999,GB
W3112929524,2020,DE
W78848553,2008,CA
W2398791500,2011,NA
W2579131192,2018,NL
W2335306878,2013,NA
W411418390,1988,FR
W6930368867,2018,AT;DE
W1573733520,2008,IT
W106149189,2017,NA
W1969301668,2004,US
W1988060680,1936,NA
W4230357854,1966,US
W2147776155,2009,AT;JP
W2049790815,1988,CA
W2514031637,2016,BE
W2073648356,1981,NA
W933794097,2006,FR
W2788293890,2012,NA
W3210665554,2015,CH;CZ;SI
W7065417093,NA,NA
W2043781346,2005,DE
W2086137532,2015,IT;US
W1573556226,2013,CA
W2530151296,2016,DE;US
W2053875162,1998,US
W2184229386,2011,NA
W171586979,2003,NA
W4212822088,2016,NA
W2149128132,2010,NA
W1808554854,2014,NZ;US
W2810440186,2018,FR;IT;PT
W397181285,2007,NA
W4393923467,2017,DE
W1680124648,1996,CA
W6959919381,2012,NA
W2101634242,1999,NA
W1868150344,2005,DE
W140254889,2007,NA
W2470369314,1956,NA
W1978584603,2010,DE
W2739548462,1995,US
W1604131700,2005,NA
W2758848126,2017,DE
W2507699548,2016,GB
W3025756148,1996,NA
W950355994,2013,GB
W2326427239,1983,NA
W2496641781,2012,NA
W1589597451,1970,NA
W6974228093,2009,NA
W2112162759,2001,US
W2264540467,2002,NA
W2068070365,2015,FR
W1993610807,2003,NA
W2157345487,2011,NA
W2935939699,2019,ES
W6927071189,2023,NA
W55313599,2013,NA
W2171950509,2010,NL
W2040684668,2004,GB
W2262527554,2010,NA
W2158409647,2010,NA
W2059607247,1994,US
W378868129,2002,NA
W2110372823,2013,NL
W7000835688,2010,NA
W2495535370,2012,NA
W2171924875,2013,FR
W2098136992,2011,AT
W4254345660,2013,NA
W2102525064,2009,IE
W2167904823,2006,CA
W2068106061,2006,US
W2058667189,1999,US
W2021405073,1997,IT
W4239362247,2000,NA
W4226434071,2022,NA
W2009991652,2014,FR
W2734290118,2017,CN;HK;US
W7038520875,1981,NA
W2771709665,2017,NA
W417296402,1994,NA
W2061646452,2003,NA
W6986993482,1973,NA
W1928219753,2015,US
W1893879974,2002,US
W617203816,2010,NA
W2551146740,1966,NA
W1596373159,1988,NA
W6962472156,2016,NA
W2013618518,2000,NA
W7099221899,2011,NA
W2078066714,2008,GB
W2069028782,2015,GB
W4251870221,2013,NA
W373007211,2014,NA
W569981037,1993,NA
W2015288398,2005,AU;US
W2043490996,1975,NA
W2419373292,2016,NA
W4243733818,2007,US
W2014271227,2003,US
W7097833888,2013,NA
W6922299995,2014,NA
W3123948451,1991,NA
W1735253508,1995,NA
W6949927366,2013,NA
W4234618721,2010,NA
W2007844326,2013,CA
W2115347426,2010,CA
W2120019054,2013,NA
W2013300311,2002,NA
W2188027580,2010,NA
W2091922602,1981,US
W4404907332,2017,IE
W4211148787,2001,GB
W2499910193,2010,NA
W6983866483,1998,NA
W7021330066,2001,NA
W2320748401,1999,NA
W7096905365,2014,NA
W2474772698,2016,NA
W4298870595,2005,NA
W1971921179,1993,NL
W2537572981,2016,US
W2107284343,1951,US
W4299583761,2003,NA
W2272996264,2007,NA
W2031014895,2005,GB
W2073990800,2007,AU;SE;US
W2753087114,1960,NA
W4243754476,2014,US
W82612731,1992,NA
W2572013294,2016,NA
W2566120848,2010,LU
W3208181977,2019,DE
W2159765281,1999,NA
W2001708035,2013,US
W61450922,1994,DE
W2042615826,2012,NA
W2319428145,2001,NA
W600807156,2012,NA
W2012898230,2007,US
W1512036602,2007,NA
W2275136012,2016,BR;GB
W2914595506,2019,NL
W1545952719,1989,NA
W2894904350,2018,NL
W923942343,2013,NA
W848608365,2011,DE;NL
W1999754276,2002,IT
W2164656827,2013,BE
W1975730959,1992,CA
W4253367468,1987,NA
W2103967878,2009,GB
W2767644016,2017,NA
W2054022628,2002,SE
W2155108589,1996,NA
W655578493,1985,NA
W4251330612,2005,NA
W1971670344,1989,US
W2570870113,2016,DE
W4240932185,1968,NA
W6968992225,2021,FR
W2615841665,2015,US
W2162712571,1996,FR
W6986068145,2012,NA
W4248376107,1908,NA
W7017652725,2008,NA
W6967304313,2005,NA
W1971978276,2007,NA
W1523677978,1995,NA
W4231044228,2020,NA
W2057949318,1987,DE
W6990696153,2007,NA
W2062256091,2015,NA
W3151810656,2013,NA
W6996010202,NA,NA
W2037684005,2013,NA
W1992547293,2012,NA
W2119136420,2001,CA
W7076379786,2005,NA
W2547745290,2016,DE
W647257865,2010,NA
W1989338489,1994,CA;US
W148089522,1996,FR
W6962401267,2015,NA
W2611205009,1999,NA
W33285781,2014,BE;CA;IE
W1735394485,1997,DE;US
W1488107040,2014,NA
W2126197183,1978,NA
W2753171348,2017,US
W2183314542,2012,NA
W1571858667,2002,NA
W2092716238,1993,US
W2979401726,1957,NA
W2892576336,2010,NA
W4229752457,2007,NA
W2066645370,2011,PT;US
W122223760,2011,AT;DE;HU
W2767750958,2018,SE;US
W2898401058,2018,SA;US
W2063655689,1995,NA
W2055911669,1986,US
W574485962,2004,FR
W1964053876,2009,US
W4255804082,2017,AU
W1965621264,1999,US
W2050714035,2014,GB
W3170599566,2021,FR
W2037510009,2014,US
W2476069386,2015,NA
W2472926939,2016,NL
W2936928206,1990,NA
W4250198375,2008,US
W2023434958,1998,US
W2109893852,1975,GB
W2014652847,2013,NA
W7011114314,2001,NA
W2276872238,2006,NA
W1989318653,2008,CA;DE;GB
W140663229,1997,NA
W2329164579,2008,NA
W585023577,2003,NA
W656139691,2006,NA
W2470361632,2016,AR;ES
W2154701989,1996,US
W3174098064,2021,US
W2009031793,2005,US
W4301041073,2002,US
W7059499566,NA,NA
W2626597228,2007,NA
W593167926,2001,NA
W2567490477,2016,MX
W3120416288,2016,NA
W965015825,2013,CH
W1489706527,2003,NA
W2111736068,2010,CH;MX
W2619592867,2017,US
W7100551275,2013,NA
W2461419981,1962,NA
W2291589945,2016,NL
W1954010862,2005,NA
W6906470278,2016,NA
W1984985056,2011,US
W2761894951,2017,BG
W4238445745,2016,NA
W2027492671,2011,IN
W2506375732,2016,DE
W2145019743,1999,NA
W2009217994,2014,NA
W6931637264,2008,NA
W2064359092,1983,US
W2168581589,2009,AU
W2993168160,2019,US
W2017882181,2004,NA
W2502248444,2003,AU
W115205111,2000,DE
W2150714591,1997,NA
W2060978735,1998,US
W2946314493,2019,US
W2527241226,2010,DE
W4245144079,2009,NA
W1991735731,2011,US
W4256548273,2020,NA
W7001757488,1981,NA
W2896968184,2012,JM
W1997704060,2012,US
W2513756005,2016,NA
W1515389604,2009,NA
W2074520033,2014,DE
W2167378365,2012,US
W2222577170,2015,NA
W2005186449,1996,NA
W2087472660,1997,NA
W2128162117,2011,GB
W7065341202,NA,NA
W309061956,2007,NA
W2893933684,2018,GB
W2525943422,1985,NA
W2499843221,2016,NA
W1574862351,1998,NA
W3147438222,2007,NA
W2098003708,2006,NA
W2169511760,2020,SI
W1990617431,1995,CA
W2079466653,2011,US
W2114192153,2010,US
W1543492740,2010,AU
W6936455053,2004,NA
W4235763390,2005,NA
W1511827303,2003,NA
W628035001,2003,NA
W2154511440,2012,US
W1999818840,1994,NA
W6889122457,2021,NA
W4245825857,2007,NA
W2069985874,2010,DE
W1975325450,1972,NA
W2113233730,1996,US
W2019932572,1997,US
W7046691218,NA,NA
W2251602037,2015,DE
W1522654972,1993,US
W568631804,1990,NA
W2113407138,2002,NA
W2065627366,1994,US
W2170536933,2014,CA;US
W2482043750,2016,KR
W4236888462,1986,US
W1975667485,2015,DE;US
W4300801043,2016,DE;US
W2536285656,1923,NA
W2169552806,1994,NA
W3158719690,2013,NA
W2523565566,2015,NA
W1766062831,2014,NA
W2571485938,2012,NA
W6907967355,2021,NA
W2074117435,1988,CA
W1586213061,2001,NA
W2033216492,2012,NA
W4252850751,2014,NA
W2170586945,1988,CA;GB
W1980491396,1960,NA
W2056295641,2012,NA
W394851105,1991,NA
W1600822211,2000,GB
W2141835599,2010,US
W259511537,2004,NA
W4386439996,2023,NA
W1968876343,2003,NA
W2083370608,2012,BR
W1996878879,2005,NA
W2064236037,2010,US
W7024000561,NA,NA
W2121252355,2011,HU;US
W4254214226,1994,NA
W2499116805,1990,NA
W2498880705,2016,US
W1981069805,1990,US
W2160630045,2009,US
W2150380784,2002,NA
W4388122964,2008,NA
W2062668529,1987,NA
W2025876597,1982,US
W2027256071,2008,NA
W1481186935,2015,US
W2120901813,2003,US
W2121950611,2001,NA
W2034321600,2005,NA
W2007144896,1991,NA
W1654805921,2002,US
W1528328118,2012,CA
W2074877459,2014,NA
W1864858907,2009,NA
W1580316824,2004,NA
W1968806973,1977,NA
W2227667512,1999,US
W2502327674,2013,NA
W2526985373,2016,FR
W6899128600,2022,NA
W6925160641,2015,NA
W4239576347,1969,NA
W2292415828,2021,US
W4232199054,2001,NA
W2501722152,2014,NA
W2483783969,2014,NA
W2058138032,2006,US
W2497788612,1993,NA
W1558576979,1989,NA
W7058438769,1983,NA
W7001754303,2015,NA
W2502139158,2018,JP
W2503716046,2012,NA
W4231301236,1990,US
W2738966790,2017,US
W2747329656,1996,NA
W2119374145,2002,JP
W1988135773,2012,CH
W2398122479,2011,NA
W1994771811,1996,NA
W6930220743,2024,NA
W4243911086,2003,NA
W97712939,1994,GB
W3001885676,2018,NA
W2040150143,2012,GB
W1985435398,2012,US
W6990183384,1931,NA
W7045662552,1993,NA
W2153698174,2004,GB
W2461041707,2001,GB
W2294126501,2007,CA
W1993025464,2015,ES;FR
W2008551063,2007,NA
W2035109402,2007,NA
W4285740507,2022,DE
W2911295314,2019,IT
W2141509110,2008,NA
W4299517805,2000,NA
W2333584440,1998,GB
W2320384333,2014,NA
W4300852338,2012,NA
W1587098539,2003,ES;FR
W6931822909,2017,NA
W2135163853,2010,NA
W2081373496,2001,US
W4230210808,2013,NA
W2022700045,2005,US
W1523248069,2011,NZ;US
W6959186854,2018,NA
W7020624994,NA,NA
W2007634252,1987,US
W2049072322,1990,NA
W2461309163,2016,US
W4298089263,2018,NA
W2492107679,2012,NA
W584164500,1996,NA
W2004841738,1992,GB
W3045607749,2020,NA
W560313483,1987,NA
W2557768656,2016,DE;US
W2039752115,1996,DE
W1565300882,1999,GB
W1477691519,2014,GB
W2000294830,1984,NA
W1979223988,2015,AU;GB
W2034124286,2011,CN
W2097532520,2001,GR
W1987126818,2014,US
W6884964554,2002,NA
W2043865005,2014,US
W2015418650,1991,NL;US
W2019773980,2015,GB;US
W4401214615,2024,US
W4393596808,2022,CH
W2144977042,2012,FI
W2243521285,2015,AU;GB
W4255647723,2015,CA;MX
W2019019449,1994,NA
W2187729752,2010,NA
W1606661733,2006,US
W4240598608,1986,NA
W2503795580,2012,NA
W2610569634,2017,LU;MT
W2144324336,2011,DE
W4293114085,1988,US
W2503160071,2012,NA
W4319588151,1978,NA
W4242578441,1991,NA
W1973470310,1969,AU;US
W2887954026,2000,NA
W2053475323,2010,US
W12225205,2001,NA
W6917339337,2025,NA
W1555434390,2005,NA
W1981791873,2005,US
W2162104004,2003,FI;US
W2119702532,2004,US
W3145216980,2004,NA
W2159932043,2012,US
W1983419394,2003,US
W2128778986,2010,US
W2096695793,2009,NL;US
W2050784591,2002,US
W2055065256,2005,AU
W3089137480,2019,NA
W4250890287,1996,US
W2024995040,2003,NA
W2020694859,2014,US
W1930259935,2015,CN
W2405403793,2010,NA
W6906725554,2017,NA
W2597167971,1991,NA
W2145837009,2011,US
W2560451689,2016,NZ
W2333940101,1942,NA
W2797940113,1988,NA
W1497690372,2003,NA
W2119543237,1997,GB
W2184251807,2014,DE;US
W2137917541,2011,IT
W2586601519,2017,SI
W1607822313,2003,NA
W4233541524,1985,NA
W2797506055,1887,NA
W2045558466,2008,NA
W1783405386,2015,NA
W2156434586,2002,NA
W2488556065,2015,US
W2413691107,2015,NA
W2515855575,2017,US
W2097682512,2007,DE
W2283704184,2016,GB
W2036889674,2004,NA
W2059659390,2003,NA
W2980255619,2019,ES
W2126041726,2008,NO
W3093938929,2020,US
W4256155535,2011,NA
W1659163511,2013,US
W2113190934,1995,US
W1530315115,2011,US
W3170284245,2012,NG
W1987562626,1997,NO
W2147528681,2012,US
W2592825817,2017,ES
W1513441237,2006,FR
W1552831552,1999,NA
W221019452,2004,NA
W2038650831,2001,NA
W1594865592,2013,NA
W2894428786,2018,LU
W2230167218,2015,NA
W2906896639,2009,US
W1552337495,2004,NO;US
W7066213015,2015,NA
W6886210721,2018,NA
W3193705176,2021,NA
W19364013,2002,GB
W1976756941,2010,CA
W2040870741,2007,NA
W2133702079,2002,GB
W2135459176,2010,NA
W1502383433,1962,US
W7020884926,2006,NA
W2984837800,2012,AU
W3202409097,2021,NA
W2035247595,2013,NL
W4250638525,2012,DE
W2678802810,2017,NA
W2031048998,1997,NA
W7074644620,2011,NA
W2884692831,1988,NA
W1536091370,2005,NA
W2034914414,1972,NA
W2088932924,2006,BD
W1996337382,2007,NA
W1986582838,1996,NA
W2003067475,2005,GB
W2151242492,1998,GB
W2609255920,2017,CH;CY;GR
W2794821671,2018,DE
W1975479483,1987,GB
W2007321142,1966,NA
W2134337131,1992,US
W1599375171,2012,NA
W91124855,1986,NA
W7001966318,2010,NA
W4255234640,2001,CH
W2018386801,2014,NA
W2153890685,1964,NA
W2244504482,2015,NA
W6996504374,1761,NA
W2088303151,1994,JP;US
W6922173221,2018,NA
W1976457731,2010,GB
W2049591487,1993,NA
W326229093,1992,NA
W37596163,2011,US
W101576916,2008,NA
W2036310903,2010,US
W2265977438,2016,US
W1988632401,1999,NA
W6974033714,2015,NA
W2305465358,2015,IN
W7019973364,1933,NA
W2328761650,2001,NA
W2154466601,2009,DE;NL;US
W2161631176,2001,NA
W1647826363,1991,NA
W2021247926,1964,NA
W3028229816,2012,NA
W2773351610,2017,CN
W1971409400,1995,DE
W102339898,2014,CZ
W2568187431,2017,GB
W2084582774,2012,FR;US
W62371246,1979,NA
W6943869855,2012,NL
W2025552402,1988,NA
W2040150742,2012,NA
W6981839408,NA,NA
W643870636,2011,NA
W2288777030,2015,NA
W3174096428,1996,NA
W2158108973,2006,US
W7046881223,1986,NA
W2122138403,2009,IT
W2672205883,2010,NA
W2131154369,1997,GB;US
W3130277856,1998,NA
W2100341149,2008,NZ
W650571080,2003,NA
W3104895689,2005,NA
W2041667242,1973,NA
W1505147213,2008,DE
W2001695461,2008,AU;GB
W4214750727,1965,NA
W1909725142,2015,NA
W2170233227,2011,US
W2480729902,2008,US
W2351118769,2006,NA
W2998942015,1996,NA
W7000712876,1998,NA
W4388123004,2008,NA
W2479689289,2013,NA
W261728349,2001,GB
W2111466213,2013,PL
W2093921318,1991,NA
W2331806013,1990,NA
W2136783211,2015,SE
W2739985730,2017,GB
W2153383412,2009,US
W6929340179,2003,NA
W2049919681,2010,KH;US
W2162861726,1990,US
W2123422598,2014,NA
W2018709110,2014,NA
W7096121754,2016,NA
W1571027381,1992,NA
W3140339200,2006,NA
W4234542648,2002,NA
W6965351197,1987,NA
W2128724692,2008,US
W2027068576,2005,GB
W2011318054,1993,NG
W2502430313,2016,NA
W2762447329,2017,BE;DE;FR
W1992715089,2012,US
W62391696,2007,NA
W2576990329,2008,NA
W1970754278,1954,NA
W2752413702,2017,US
W2054097442,1989,NA
W2037228293,2013,DE
W2318639803,1981,NA
W2397171046,2012,GB
W2016281502,2011,US
W4386450951,2023,NA
W2275656195,2015,US
W2766786822,2017,GB
W2415577806,2010,NA
W2506167996,1999,NA
W3139253192,2004,JP
W2172627534,2006,NA
W2014815538,1999,US
W2149890413,2014,CA
W2791378298,2018,NL
W599899923,1987,NA
W1555486186,2018,NA
W2127954254,2010,IN
W1565633662,2004,NA
W2125055259,1992,AU
W2012217809,2010,US
W593746614,1986,NA
W2612112834,2016,NA
W1972156139,2008,US
W1512605477,1995,FR;US
W6949460393,2018,BE;CA
W2724125653,2012,US
W2297674424,2011,NA
W2765614921,2013,NA
W2317854914,2013,NA
W1997586364,1997,US
W2061271742,1988,US
W2070205520,2014,CZ;US
W1582528364,2010,IE;US
W6958700595,2014,NA
W2134614734,2009,CH;DE
W6962590642,2015,NL
W2156991152,2004,DE
W3137991920,1980,NA
W7030590917,2007,NA
W2330695312,2015,FR
W2050111090,1995,ZA
W2339223376,2007,CH
W2054920719,2012,AU
W2279302189,2005,NA
W3205858511,2016,NA
W1863863609,2015,GB;US
W1568650776,2006,NA
W1593854440,2004,RU
W6992484482,2004,NA
W1983290951,2007,NA
W4230341329,1999,US
W1968994239,2013,NA
W7001412145,1992,NA
W4254857246,1892,NA
W140202189,1993,NA
W3046350551,2020,LU
W2884691240,2018,NA
W4231130478,2004,US
W2099323449,2005,CA
W2043316506,2012,US
W2100304601,2003,AU
W2949227201,2003,AU;US
W1974991040,1999,NA
W2051302227,2007,DE
