id,publication_year,countries_str
W2102380199,2014,NA
W2778482155,2017,IN
W1976629384,2000,NL
W2809322369,2018,NL
W1592458933,2012,IT
W2098684637,2012,CH;NO
W2058304827,2005,US
W4410373581,2025,NA
W127927333,2013,AU
W2153132027,2008,CN
W207823173,2013,NA
W1985397115,2010,CA
W7095251951,2015,NA
W7038415521,NA,NA
W7095581658,2015,NA
W1806725217,2011,GB
W2546891527,2016,IE
W2951911250,1994,US
W4248576114,1984,NA
W1518553298,1981,NA
W1601530724,2007,NA
W4252547990,2011,NA
W6962383800,2015,NA
W2963837895,2016,US
W6945110673,2018,NA
W2294085277,2015,US
W2515259593,1999,NA
W1524424337,2008,FR
W393210043,1993,NA
W7029479635,1983,NA
W2041404167,1948,NA
W6943851773,2014,GB
W6968243611,2024,NA
W4281630840,2022,NA
W1544485736,2010,FR
W1969767174,2015,NL
W201288405,1983,NA
W7039797877,2010,NA
W2005517790,1991,NA
W1999431203,1996,US
W1601752472,2009,NA
W4231042348,1991,NA
W4244155844,2010,NA
W126976171,1979,NA
W2404954229,2013,DE
W2250625331,2015,GB
W2313928532,2016,AU;FI;FR;GB;NL;NZ;SE;US
W1533255092,1904,NA
W2033564581,1987,NA
W2337037554,2016,US
W1485490758,1994,NA
W4302231525,2018,NA
W2798295956,1900,NA
W6987115930,2001,NA
W2117530780,2011,NA
W4288107201,2019,NA
W72720005,1993,NA
W4214612423,2000,GB
W2120368664,2008,AU
W1504914023,2000,NA
W2484350021,2015,NA
W6991427275,1993,NA
W1533026432,2007,NA
W1758477474,1994,NA
W2028265096,1995,NA
W2506337555,2004,FI
W4211064610,2008,US
W1966509134,2010,US
W611683488,2002,NA
W1991291418,2008,CA
W2125126745,2005,JP;US
W2012974247,2012,US
W2001108871,1966,GB
W2969084871,2019,ES
W1823329909,2000,US
W2526593884,2016,DE;GB
W2497231557,1993,NA
W2806668993,2018,DE
W2794310369,2002,NA
W2024669286,2003,CA
W2107682024,2002,KR
W4245877317,1996,NA
W2104062382,1980,US
W6986712430,2002,NA
W7006143224,2010,NA
W4237123057,2001,US
W2910098727,2018,GB
W1525442643,2016,NA
W2083541983,2005,DE
W4234843045,2020,NA
W2143945691,1972,NA
W4239504541,1921,NA
W4293752977,2022,NA
W2953417592,2019,CH;DE
W4239255329,2014,GB
W6887983896,2006,NA
W4238923633,1963,NA
W2464648470,2010,DE
W1987469653,2004,CA
W7061968053,1998,NA
W2324703051,1944,NA
W200839526,2007,CN
W2963849739,2015,TW;US
W943947147,2003,NA
W1532496395,2019,NA
W2483975084,2007,NA
W3107964656,2016,NA
W2023530290,2011,NA
W6993387585,NA,NA
W2580224128,2001,GB
W2010173694,1991,US
W2330932129,2011,NA
W2129250212,2006,AU
W2186590411,2001,NA
W2793803988,2017,CH
W6906684140,2022,NA
W4238818461,2014,NA
W2077663849,2000,NA
W2948947538,1990,NA
W890335157,2012,NA
W93672493,2011,NA
W2086390505,1999,NA
W2011977264,1981,US
W2019096529,2010,US
W2342642423,2016,NA
W4234132406,2010,NA
W4245883374,1990,US
W2077824492,1987,US
W2060352284,1980,NA
W1992654648,2011,US
W89301254,2003,DE
W2338696281,2016,IT
W2986348978,1990,NA
W2031241895,2002,NA
W2142838865,2010,US
W6917874620,2017,NA
W6925147114,2018,DE
W3209249321,2017,CH
W2091166097,1990,NA
W3013459919,2014,NA
W2333863289,1970,NA
W1533406524,2002,DE
W2097921961,2009,CN
W4251764195,2013,NA
W3004672448,2016,NA
W2047540281,1997,NA
W2056912210,2001,NA
W2796225572,1989,NA
W625059725,1993,NA
W2131182491,2014,US
W1972527555,1996,FR
W2318233859,1988,NA
W1520631470,1998,NA
W2104652891,2011,IN;US
W4301471132,1990,NA
W7099515247,2010,NA
W352284563,1994,NA
W2109458720,2010,NA
W604598878,2000,NA
W2154455356,1947,GB
W2950193311,2011,CH;US
W1566060455,2008,NA
W2072653129,2007,US
W65253313,2011,US
W6912302352,2018,NA
W6943819758,2021,NA
W7100189027,2015,NA
W2727452592,1998,NL
W4246540081,2016,NA
W2103318667,1991,US
W3037396094,2020,AU;CA;GB;US
W284160692,1992,NA
W2017545992,1991,US
W2896307795,1973,US
W648518373,2002,NA
W1977427440,2012,KR
W1560364858,2014,NA
W4409672860,2016,US
W1569709747,2003,IT
W2038869722,2000,US
W1497175759,2014,NA
W2798650415,1954,NA
W4205468582,2021,NA
W3085869354,1983,NA
W2128105693,2011,GB
W614707566,2001,NA
W6925421831,2016,NA
W2250949227,2015,NL
W4239080052,1984,US
W1944416486,2014,HR;LU;NL
W2485539313,2011,NA
W4255428302,2014,NA
W2049104535,2010,NA
W2552113294,2007,NO
W7052895475,1990,NA
W2251991755,2014,DE;US
W5577018,1995,NA
W70630842,1997,NA
W2140772294,2007,US
W2100619427,1980,US
W2157570808,2015,NA
W6968753953,2019,NA
W1516293359,1999,US
W2181414393,1996,NA
W2313469048,1976,US
W2910696912,2002,NA
W3021047719,1973,NA
W1998441365,2003,NA
W2023062420,2006,US
W7100998940,2010,NA
W1964086885,2009,US
W4236036072,2006,AU
W2084758626,2004,DE
W2005781323,1996,NA
W7038914940,1999,NA
W1991691953,1987,NA
W4415106825,2006,NA
W1965324566,1923,NA
W4299735061,2015,NA
W4255530568,1967,US
W3157137365,2020,NA
W2583135916,2017,CH
W4312802379,1978,NA
W2886950468,2004,NA
W3176689798,2021,DE
W2902087045,2016,DE
W7099132076,2008,NA
W2564228734,1974,NA
W2166159138,2006,US
W2761013555,2013,NA
W4301756976,1993,NA
W1981553963,1997,US
W2949619143,2019,NL
W2061393379,2011,CA
W2033786417,2003,US
W1603545804,2005,NA
W3023954113,1994,GB
W4249781628,2006,NA
W4250089123,2008,GR
W1585089348,2009,JP
W2524164223,2016,US
W2273152118,2000,NA
W2027582570,2000,GR
W1985001445,2011,US
W1995587687,1993,NL
W2327179563,1994,NA
W2138550913,2002,US
W2031265243,1990,NA
W2748142937,2017,US
W2002873854,2002,NA
W2281101909,2009,NA
W4239106785,1839,NA
W1518446430,1957,NA
W150699991,2014,DE;US
W2787560479,2018,US
W2002582915,2010,FR
W2286762629,2010,NA
W2531909931,2016,DE
W4239874889,2017,NA
W1479947188,1995,GB
W1536780232,2004,NA
W6999349899,NA,NA
W2780375406,2016,NA
W2234154942,2010,GB
W1967958282,2011,US
W4243677180,2004,NA
W2152888726,2002,NA
W2620799966,2017,NA
W2039404831,1993,US
W39110104,2004,CN
W6906128338,2018,DE
W2138191347,2005,CM;GB
W2138711659,2002,NA
W2134911674,2011,SE
W1966797434,1992,US
W1989462999,1998,US
W1539410358,1994,NA
W2274838782,2013,US
W2137975285,2009,DE
W2399632649,2015,DE
W1996430422,2003,IL;US
W2970458159,2011,NA
W1988574380,1998,GB
W2114877339,1990,US
W193730315,2004,NA
W4298288039,1995,NA
W1577231857,2000,NA
W6928907815,2009,NA
W2976653079,2019,DE
W2008179717,1992,NA
W2026321360,2009,CU;ES
W2754121486,1998,NA
W7000595960,2007,NA
W4245613788,2001,NA
W2168361049,2014,NA
W4206657241,1934,NA
W3123353740,2010,NA
W2125186487,2011,NA
W2149151630,2012,FR;GB;US
W2155046806,1989,US
W2048374711,2001,US
W3210441797,2021,JP
W4245803678,1995,GB;US
W2075812907,2005,IE
W2904010535,2018,US
W2332280637,2000,NA
W22250617,1979,NA
W2051995667,2009,CA
W2165441500,2014,US
W1975879668,1971,US
W2127113639,2008,NA
W1485668865,2003,NA
W207698892,1995,NA
W1995937385,1990,NA
W1571009574,1993,NA
W2591662395,2016,NA
W2055854942,2001,CA
W1540390468,2013,NA
W1997773921,1960,NA
W6942299474,NA,NA
W2467818647,2016,NA
W2498912814,2005,JP
W4293159471,2017,US
W4210706177,2012,DE
W2163605009,2017,CA;US
W2804228592,2018,LT;PL
W76669076,1995,US
W1487732651,2007,NA
W2067104099,2000,NA
W2471424292,2015,NA
W2083084326,2013,SI
W136111882,1995,NA
W2093870995,1989,NA
W2028025919,1999,NA
W2010743112,2006,US
W7098617795,2011,NA
W4230454426,2016,DE
W4230582344,2002,NA
W1585040575,1963,NA
W157626857,2003,US
W2049190120,1996,DE
W7048995464,2001,NA
W1529471266,2010,FR;GB;NL;US
W7075347840,1987,NA
W4230068649,2000,NA
W2586631982,2007,NA
W1968625547,1998,AU
W2014193345,2009,DE
W2798859944,1987,NA
W2730027538,2016,CH;SE
W4251674199,1994,NA
W1718459485,2011,NA
W1927727507,2010,IN
W2129305658,2000,US
W6936861850,2012,NA
W2138451337,1991,US
W6993757307,1985,NA
W4252015580,1994,US
W2770212943,1970,NA
W2089365867,1987,GB
W7023608096,NA,NA
W620878096,1992,NA
W2120154746,2011,GB
W2514186488,2013,NA
W7100363032,2011,NA
W4301376690,1993,NA
W4242212377,1999,AU;GB
W2056844212,1993,US
W2286884139,2014,NA
W2337605269,2008,NA
W1505524995,2003,US
W6887575305,2018,NA
W2323214159,2014,NA
W1666317203,2012,NA
W2475287302,2016,DE;US
W4300015139,1996,NA
W2189607261,2009,JP
W4230030479,2006,NA
W1607227060,1999,NA
W7010241805,1998,NA
W4245004615,2019,NA
W1563745820,2002,NA
W2786433726,2017,NA
W2081666811,1990,US
W6968787520,2021,LU
W7052382218,2013,NA
W1787944530,2000,NA
W2339023928,2014,NA
W1595375121,1999,NA
W2028508257,2004,US
W2883763531,2018,AT
W392558773,2009,NA
W4252254335,1987,NA
W2052013563,2009,NA
W3134464654,2015,NA
W2010448917,2008,NA
W155313847,1995,CA;FR;GB;US
W2155354890,2011,US
W2070528724,2014,DE;IE;NL
W1563790851,2013,NA
W2119079563,1994,IT
W2953150912,2008,US
W1965655304,1985,NA
W2044360356,2014,US
W2008157089,2005,GB
W2025403586,2002,NA
W2149140320,2011,DE
W1955857676,2012,US
W2763047460,2017,NA
W7057518272,NA,NA
W2066462470,2006,US
W2490882693,2012,NA
W3129904307,2006,NA
W574700118,2008,NA
W2801601160,2018,NA
W2136409007,2004,US
W2495442207,2014,US
W367202956,1999,AU
W2745750801,1901,NA
W6931020666,2019,DE
W2126351705,2009,GB
W7051696240,2009,NA
W2081687495,1992,US
W1986800743,1993,GU
W2019025183,2006,IE
W2101152439,2002,CA
W6936884577,2014,NA
W4302224129,2009,NA
W2574146182,2011,CA;FR
W2626407095,2017,US
W2039952808,2007,GB;US
W2563546680,2007,NA
W1803799134,2011,NA
W7002335179,1993,NA
W2019972659,2010,NA
W4253123917,2018,NA
W2067776268,2003,NA
W6992062938,2009,NA
W2170295423,2005,US
W2761563692,2017,AU
W2123163097,1988,GB
W2158809472,1989,NA
W1982609533,2004,US
W1863227302,1991,US
W2063325798,1998,NL
W3023542652,2015,ES
W2068695859,2012,GB
W1555731215,2006,NA
W2140609507,2015,NA
W612628484,1986,NA
W1992783832,1994,NA
W1529406847,2003,NA
W2054897495,1996,US
W4254882425,1904,NA
W4231109964,2009,CA
W3181870390,2018,NA
W2977505494,2018,NA
W1491478839,2012,NA
W2002077363,2012,CA
W2131193876,2012,NA
W2048972751,1991,US
W1498552788,1989,NA
W4245306224,1992,NA
W2992359569,1972,NL;US
W1543185284,2009,NA
W2003867816,1996,CA
W2098486530,2002,US
W2296881200,2016,IL
W1549636541,2001,NA
W7058149399,2004,NA
W3134175687,1994,NA
W2012746681,1994,NA
W2074156482,1974,US
W7044261007,2009,NA
W2495044932,1927,NA
W2333909909,1983,NA
W2046505268,2002,NA
W2142122858,2013,AU
W3013023890,2020,NA
W2037042435,1994,FR
W1991848143,1989,FI
W2614724840,1997,NA
W6912471479,2021,US
W2126835830,2002,CA
W7036237406,NA,NA
W1791635689,2010,US
W2094301197,2007,US
W3208170897,2021,DE;NO;RO;SI
W2186894932,2015,NA
W2105395040,2005,TW
W6967825551,2018,AT
W2400541756,2015,PL
W1966596976,2014,AU
W2406528403,2016,PL
W1998899840,2014,US
W3126499136,1991,NA
W2501699912,2015,NA
W7101009683,2014,NA
W61619129,2004,NA
W2950375693,2018,NA
W2064982052,1993,NA
W2131877510,2002,CA
W2484584769,2010,NA
W2012886212,2012,NA
W571324188,1992,NA
W4246260612,2012,GB;US
W1564645584,1994,NA
W2318971084,2013,ES
W2292429314,2016,BE
W2128868982,2006,NL
W6912727686,2021,CA
W2493752114,2009,NA
W2796574551,1929,NA
W2104903646,2011,NA
W6943815202,2012,NL
W77717277,2007,NA
W2995802139,2011,NA
W2161196841,1989,US
W2475450183,1993,NA
W6925177586,2018,DE
W2507251109,2015,NA
W2052821041,1992,US
W1969681536,2008,DE;US
W7095983791,2015,NA
W105720630,2005,NA
W2621475821,2014,NA
W2129532176,2012,NA
W2038718711,2012,NA
W2100094531,2002,US
W2018861772,1984,NA
W2105802566,1984,US
W2104756827,2013,BE
W2490803699,2012,NA
W1992031850,1964,US
W2299121287,2015,PL
W6968346660,2019,CA;US
W2118292713,2004,NA
W2621472371,2012,NA
W2610845782,1999,NA
W2022528557,2014,NA
W1968394517,2014,NA
W4220910459,2022,DE
W1555042857,2003,US
W2809854951,2018,AU;DE
W76112253,1997,NA
W2892556253,2011,NA
W55599575,2012,CY;IT
W2094883634,2014,FR
W1652950457,2015,MX
W2567980866,2016,GR;LU
W1666289648,1998,GB
W2156492599,1983,US
W4393474290,2021,NA
W1967975935,2007,NA
W1986699704,2013,IT
W2058786943,2001,NA
W2064589598,2008,US
W262165189,2003,CA
W4253072492,2020,NA
W33188510,1999,US
W6903424310,2021,NA
W2525107979,2003,NA
W145820976,2002,NA
W1984516781,2011,CH
W1559044897,2011,NA
W4248437541,1995,US
W7099039574,2010,NA
W4292887282,1968,US
W2893001937,2018,SI
W6887787763,2020,DE
W4246647561,2014,NA
W2795987013,1997,NA
W2150598871,2010,US
W3128496069,2021,NA
W2001708911,2010,AU;GB
W4240533910,1997,NA
W1592298879,1997,NA
W2480383200,2015,US
W2080243784,2008,ES;PR
W2000678254,1992,NA
W4247379457,2019,US
W2055577113,1994,NA
W6965037844,2006,NA
W2013740390,2012,CA;ES
W2588021892,2011,NA
W2386665471,2014,NA
W2966999375,2019,AT;DE
W2130902567,2011,NA
W2148376195,2004,NL;US
W1502313529,2007,NA
W590022474,2010,NA
W7008725311,1992,NA
W2090105430,2007,US
W1997406544,2013,NA
W4286973546,2021,CA;NL
W7071969626,2012,NA
W1985322647,1991,US
W4298252494,2008,US
W2312471310,1990,NA
W1975184481,2001,US
W1991696425,2005,JP
W2328918536,2015,DE;NL
W6990043664,2008,NA
W7029580381,1965,NA
W3162340357,2010,NA
W2041874089,1936,NA
W2332059045,1962,US
W1992559969,1977,NA
W2336700226,2007,NA
W4298336653,1915,NA
W4390030329,1997,NA
W6912431688,2021,GB
W3140899032,2002,US
W2008347746,2013,US
W2971655332,2014,CH
W4299491824,1996,NA
W2013569814,1989,US
W600525351,2014,NA
W2019678543,2013,NA
W2188888987,2011,US
W2199919826,2006,CN;US
W1676530625,1996,DE;GB
W2767120523,2017,US
W2430656797,2016,NA
W2026743036,2007,GR
W4254004579,1963,NA
W2028547478,1977,US
W1951384579,1994,US
W2948223045,2019,US
W7096009273,2009,NA
W2768701942,2012,NA
W4249869183,2020,NA
W2043561454,1988,NA
W7071672342,2013,NA
W7019478827,1960,NA
W2586096704,2018,GB;NL
W1987253610,1985,US
W2001492291,1987,NA
W4230354434,1974,NA
W2164832023,1996,US
W4243179097,2011,NA
W651983059,2013,US
W2986364205,1994,NA
W1600758593,2004,NA
W7019404950,2011,NA
W2037165225,2006,NA
W2603466734,2017,US
W1479815283,2003,NA
W197254723,2011,CH;SE
W1994410331,1968,NA
W151291914,2008,NA
W4244509707,2015,NA
W2005371243,1980,NA
W4230437849,1988,NA
W3138388980,2002,NA
W2498603026,1991,NA
W11298561,2011,DE;GB
W1990479500,2001,AU
W2137002059,2013,NA
W6968499493,2021,DE
W2036332605,1991,US
W2292700734,2015,AU
W1886752678,1998,NA
W1481474609,2002,NA
W2043514803,2013,DE
W7098382214,2016,NA
W123908909,2005,CA;NL;US
W2083364261,2009,GB
W4299411752,2001,SG
W2494887553,2016,NA
W80749369,2013,HR;NL
W4393485820,2020,DE
W2123250295,2002,GR
W6959429056,2013,NA
W1516444405,2017,IT
W2124700334,1997,DK
W2953647140,2019,FR
W2100290037,2015,GB
W2032568667,1993,US
W3207232223,2021,GB
W6981165323,1935,NA
W1898013218,2009,NA
W1878282730,2013,CH
W1512008748,2012,NA
W2505960324,2012,NA
W41776400,2014,US
W7067018513,NA,NA
W2582947585,2017,NL
W2738190210,2016,NA
W1597714596,2005,NA
W7098054606,2014,NA
W2490625219,2014,CA
W2001899195,2010,NA
W1965599725,2015,CA;IT
W2047104717,2013,DE
W7095375164,2008,NA
W2169761225,2009,DE
W6931169074,2021,DE
W2153480432,2009,DE
W272307436,1998,NA
W570331495,1988,NA
W2111308925,1988,NA
W1986153958,1997,NA
W2803025696,1993,NA
W608465013,2005,NA
W2324296656,1980,NA
W2163665261,1971,US
W60059853,2012,DE
W394539217,2008,NA
W1562021153,1905,NA
W2296009210,2015,NA
W1607998092,2001,NA
W3148245363,2010,NA
W62127499,2001,NA
W604155600,2007,NA
W4360587565,1984,GB
W7097916174,2014,NA
W2149055390,2004,ES;FR
W4206759527,2003,DE
W1755397260,2007,IN;US
W2157922230,2014,AU;GB
W2025820231,2002,US
W47029222,1996,NA
W4299698222,1998,NA
W2148578434,2008,US
W3126278763,2021,CN
W2018544402,1983,NA
W2098434511,2010,BE
W4293663350,2004,NA
W2251518740,2012,FR;IN;IT
W6911510819,2024,NA
W6893671294,2019,DE
W2080723035,2007,GB
W3140453591,1995,NA
W2000854852,2001,NA
W3021561300,1992,NA
W4246212442,2009,US
W1989175306,1980,NA
W4241122112,2011,GB
W71284182,1994,NA
W2040971670,2013,US
W3187061664,2018,NA
W2113070011,1993,US
W2108867290,2004,US
W2066646653,2001,GB
W2765415921,2017,NL
W2185733930,1984,US
W2079703172,2014,IN
W1979753624,1996,NA
W2082212189,1994,FR
W7027676610,2015,NA
W2143507336,2013,US
W2248575478,1998,NA
W1990811607,2003,GB
W1579929927,2002,NA
W2122803783,1995,US
W2091245925,2011,BE;US
W3216557463,2021,NA
W2482905438,2009,IT
W2903612697,2018,PT
W2001358413,1994,US
W2605116913,2015,NA
W2316597969,1994,NA
W6887965002,2012,NA
W7026762759,2005,NA
W2133365643,2011,US
W2888084656,2018,US
W2007800700,1997,NA
W2053479845,1991,NA
W1520877188,2003,NA
W2060425093,1981,NZ
W1994740746,2004,US
W2339260207,1993,NA
W2600146098,2008,NA
W7096586752,2015,NA
W7025344843,1966,NA
W2046224275,1992,US
W4220722114,2022,DE
W1489423786,2012,NA
W1570678026,1993,NA
W2789813717,2018,GB
W7009843994,1988,NA
W3159216642,2016,NA
W7055826559,2012,NA
W4250548453,2010,GB;IR
W2165431734,2000,GR
W2014693370,2005,US
W1985995047,1990,US
W599376927,2006,NA
W2063389094,2003,US
W2101262111,2002,US
W2163685257,1992,US
W1637997352,2013,NL
W2268590461,2010,CA
W2903444008,2015,BE;FR
W1830074637,2013,US
W2181376205,2015,GB;JP
W4256112441,2011,NA
W2903695211,2018,AU
W2073932362,1977,NA
W1978650270,2005,GB
W2299309080,2008,NA
W1994920162,1996,CA
W2088066974,1999,GB
W4210955859,2015,NA
W2096369514,1996,NA
W2144573571,2009,NA
W138654001,2011,AT;HU
W6967384103,2024,NA
W3159833757,2003,NA
W2928915328,2019,US
W2151419531,2014,US
W2755295133,1989,NA
W623571656,2012,NA
W64884043,1997,NA
W2413730868,1992,NA
W2081378666,1996,GB
W6949929080,2018,DE
W2408056113,2010,NA
W2070522347,1997,US
W1979471112,2005,GB
W1483646651,1998,NA
W2787382873,2012,DE
W1538369587,2004,NA
W2034598596,2001,NA
W1963709184,1999,US
W7053040899,2017,NA
W2349006378,2013,NA
W2570873744,2003,NA
W1583174256,2010,NA
W4253016408,1979,NA
W1504718005,2003,FI;GB
W2007842132,1995,US
W2755641247,2003,US
W2105875112,2009,ES;GB
W2005492506,1997,HK
W1546879195,2004,GB
W7062623549,2006,NA
W4211187293,2009,ES
W2337458058,2004,NA
W6930140726,2005,NA
W2912773781,2004,NA
W2171301064,1984,NA
W1984682578,2012,DE;RU
W2059479210,2014,IT
W1582145286,2004,DE
W1989153134,1987,GB
W2161484642,1983,US
W6925081237,2019,DE
W1511456413,2003,NA
W2075826340,2009,CA
W2322004164,2014,ID;KR
W1993977866,2011,DE
W2020536664,2007,NA
W2142045498,2014,IT
W2120987116,2011,NL;US
W659306968,2017,NA
W2403169738,2013,NA
W2018041479,2010,US
W2791532949,2017,DE;IT;US
W2330377445,2013,NA
W2386473615,2015,NA
W2037397438,1997,US
W3160083004,2011,NL
W2155814345,2005,IT
W2469288743,2016,US
W2165612380,1975,US
W1855933504,2011,NA
W1556469429,2005,GB
W2547160040,2016,NL
W2102775690,2006,US
W6983428482,1999,NA
W1729869109,1997,NA
W1528027857,2016,NA
W2140756075,2013,DE;US
W2582655215,2012,NA
W1974533997,2007,DE
W6948242829,1971,NA
W3048724100,2020,GB
W1989932697,2007,US
W6909147411,2019,DE
W2553040726,2013,US
W601987975,2005,NA
W2078313651,1994,NA
W1797970955,1999,US
W4251944136,2018,NA
W2080309194,2013,IT
W2004955945,1966,NA
W4205296617,2000,NA
W2060307520,1995,NA
W1596691921,1995,NA
W2138849432,1989,AU;GB
W1605799775,2013,US
W6955287420,2014,NA
W4238866089,1978,NA
W2800590071,2005,NA
W1686810756,2014,GB
W7039535121,2009,NA
W6911450334,2017,US
W4229494842,2017,US
W2128456768,2015,TH;US
W2066464964,2005,GB
W2586959840,1999,US
W59472372,2009,GB
W1514965089,2003,JP
W2126786229,2015,DE
W1963559748,2000,GB
W2008896880,2001,DE;GB;US
W1595170761,1993,NA
W7075622344,1982,NA
W7100234972,2010,NA
W6955593045,2013,NA
W4299954407,2003,NA
W2111802712,2005,US
W1489599888,2006,CA
W2995201825,2013,NA
W2263394486,2015,NA
W2145523428,2001,US
W2004587985,2008,US
W7071965005,1994,NA
W4235057824,1965,NA
W1594684443,2008,GB
W601307391,1991,NA
W2055121572,1991,NA
W4247204979,1989,NA
W2475993734,2012,NA
W4233733985,2002,IT
W4250098330,2010,NA
W2162709223,1976,NA
W3106656213,2018,NA
W1522645873,2012,IE
W2022709964,1995,US
W1498505619,2000,NA
W4236968739,1999,NA
W2032835506,2011,CA
W2487564270,2016,IT
W1990068886,1998,HK
W639921281,1998,NA
W659078055,1987,NA
W2482201216,1972,GB
W1985804453,2011,IT
W2068474017,1980,NA
W6948950849,2018,DE
W4230194789,1984,NA
W2095655043,2013,US
W3130362456,2020,ES
W2036699209,2013,GB
W2553559735,2006,NA
W4409479116,2014,NA
W4230377597,2020,NA
W2091442045,1993,IE;US
W2953343412,2019,US
W2886284861,2018,CA;IT;US
W2095445441,2002,NA
W4245050644,2011,NA
W1836413371,2009,US
W2904371163,1998,NA
W6925595407,2013,US
W4234514625,2011,AU;GB
W2128955271,2013,US
W2216455298,2012,NA
W2005035880,2008,CN
W2161383849,2002,GB
W1550506917,2009,GB
W2084773904,1998,US
W2010210047,1999,GB
W1982836019,2006,NA
W2150569271,1975,US
W6983124294,2007,NA
W1975261312,2012,NA
W2945842795,2019,NL
W1987779320,1987,NA
W186840447,2008,NA
W605705187,2004,NA
W3135477628,2010,NA
W1993707425,2004,NA
W1912888020,2015,AT
W2097724282,2002,CA
W1509213251,2008,NA
W2093649117,2003,NL
W6944218998,2012,GB
W2062854376,2009,US
W2759272309,2017,NA
W2063448193,1996,US
W6967039749,1999,US
W2020181757,2008,AU;US
W2315107197,1994,NA
W2153562920,2012,CA;DE
W4247161827,2016,NA
W2029190513,1992,NL
W2296297107,2015,IT
W7082451696,1980,NA
W6993011118,2007,NA
W3092367224,2020,DE
W3210024069,2015,NA
W1554451099,2011,NA
W4249324235,2005,NA
W2950942299,2019,NA
W1617145451,2012,GB
W2111293476,2012,GB
W2962686197,2018,CN
W2744349792,2017,MN
W2021490594,2005,US
W2098327022,1995,NL;US
W3101074529,2015,NA
W2138978154,2004,US
W2588530858,2012,NA
W7097701274,2014,NA
W4380236736,1998,NA
W1963862494,1998,AU;US
W2123697931,2008,GB
W1510073064,2004,GB
W2121916329,2009,GB
W6887940849,2013,NA
W2488637810,2009,NA
W2153509614,1988,NA
W7056807378,1977,NA
W1820824954,1983,NA
W3088107006,2016,CN
W2074909580,2011,US
W60537407,1998,NA
W2129043771,2004,US
W141114525,1999,NA
W2272153972,2013,NA
W2523657585,2006,NA
W2143959851,2013,AU
W1507606320,1998,NA
W2069188128,1994,NA
W2014663847,2014,NA
W2052794574,2011,NA
W4250562099,2007,NA
W2112424197,2002,AU;GB
W3021498212,2003,US
W6921781158,2003,NA
W2170939614,2005,DE
W4231856585,2007,NA
W2785836960,2017,FR
W2155895561,2011,NA
W2160482209,1991,NA
W2055142477,1991,GB
W7020978272,NA,NA
W2796742096,1973,NA
W2165232124,2007,CA
W1578719732,1998,NA
W2171923384,2007,FR
W576751822,2009,NA
W2917233523,2006,NA
W2557027389,2012,NA
W6906628572,1999,NA
W3153225109,2021,IN
W2329827755,1993,NA
W2935885081,2004,NA
W613634021,2002,NA
W2320494923,1998,NA
W3194334045,2021,NA
W2051508702,1981,US
W4231571023,1984,NA
W632878926,1971,NA
W2322999553,1988,US
W294466356,2013,DE;GB
W1495210209,2010,NA
W2990119823,2019,NA
W2128544444,2013,US
W1812476970,1995,NA
W2025882237,2007,CA
W2595474683,2016,BR
W2019827048,2003,NA
W1560937015,1973,NA
W2188849270,2015,US
W2051141584,2007,GB
W2785612464,2017,DE
W1975280008,1973,CA;US
W2779376275,2017,FR
W4239592276,2018,NA
W2614447760,2006,NA
W1997424273,2000,NA
W2005082088,2007,GB
W3208487370,2021,CZ
W1550862748,2015,DE
W2032464653,2013,BE;ES
W2237428880,2015,AU
W2470175097,2016,US
W2102145433,2006,BG;US
W2270210878,1964,NA
W2750294086,2017,NA
W7038975496,NA,NA
W2020781346,2007,US
W2154126229,2000,NA
W31873193,1999,NA
W7095318112,2010,NA
W2665083193,2001,NA
W650081832,2010,NA
W2051147002,1995,AU;US
W2494589370,2016,DE;US
W2158997610,1998,US
W6967282671,2006,NA
W2160001313,2009,US
W4245982725,1987,GB
W2950426098,2013,CA
W621135921,2007,FR
W2967647458,2019,NA
W2510831875,2016,DE;US
W3209531371,2016,AU
W2093373464,1995,US
W2019020697,1966,NA
W2321883869,1991,US
W4255692800,2002,US
W1596864518,1974,CA
W4243637771,2019,NA
W4367859427,2011,NA
W2219154801,1971,GB;GH
W3140189163,1998,NA
W4242479788,2010,NA
W2596839013,1998,NA
W2123846708,2012,GB;US
W3012544343,2013,NA
W2001496424,2001,CL
W2080100102,1965,US
W2939083804,1990,US
W7067093415,2003,NA
W1509357277,2010,NA
W2082770314,1989,NA
W2953001331,2013,US
W2130103520,1994,US
W7000288215,1992,NA
W3213462364,2021,US
W2758498662,1989,NA
W2244565573,2006,NA
W2764436181,1992,GB
W4241044671,2012,US
W2998668385,2020,CN
W2059526646,2015,AT
W2111373704,2010,US
W6931395389,2019,GB
W2087556608,2003,US
W7048893790,2002,NA
W1986723493,2008,IE
W2295837698,2015,DE
W2226205206,2012,US
W2905218413,2018,DE
W2134955506,2002,AT
W2949999312,2001,CA;NL;US
W4298013256,2011,NA
W1603213950,2000,CA
W1711140305,2010,DE
W6925053332,2020,NA
W7039633381,2011,NA
W2181178009,1966,NA
W599631745,1976,NA
W2031827150,2014,AT;IE;IT
W2476265231,2012,NA
W1969352110,1980,NA
W4250449747,2013,NA
W2045108252,2003,US
W4367846608,2023,NA
W2108338637,2015,NA
W2028800441,2009,US
W2325159013,1989,NA
W1965473796,2011,NA
W2164196242,2006,NL
W2940330410,2016,NA
W6975091652,2013,NA
W4247555486,2012,NA
W2482165768,1989,NA
