citing_country,citing_year,n_citations,scr_any,scr_majority
MY,2015,51,0.09803921568627451,0.0392156862745098
MY,2016,7,0.14285714285714285,0.14285714285714285
MY,2017,7,0,0
MY,2018,36,0.05555555555555555,0.05555555555555555
MY,2021,77,0.22077922077922077,0.03896103896103896
MY,2022,67,0.08955223880597014,0
MY,2023,62,0.11290322580645161,0.016129032258064516
MY,2024,204,0.1715686274509804,0.06862745098039216
MY,2025,248,0.2701612903225806,0.04838709677419355
NG,2015,10,0.4,0
NG,2019,73,0.0547945205479452,0.0547945205479452
NG,2020,16,0.3125,0.0625
NG,2021,17,0.11764705882352941,0
NG,2022,17,0.058823529411764705,0.058823529411764705
NG,2023,75,0.13333333333333333,0.13333333333333333
NG,2024,48,0.041666666666666664,0.041666666666666664
NG,2025,21,0.09523809523809523,0.09523809523809523
NL,2000,7,0.42857142857142855,0.42857142857142855
NL,2001,11,0.36363636363636365,0.36363636363636365
NL,2003,17,0.5294117647058824,0.29411764705882354
NL,2004,16,0.3125,0.3125
NL,2005,9,0.6666666666666666,0.6666666666666666
NL,2006,62,0.3548387096774194,0.20967741935483872
NL,2007,27,0.4074074074074074,0.4074074074074074
NL,2008,63,0.6190476190476191,0.047619047619047616
NL,2009,17,0.35294117647058826,0.35294117647058826
NL,2010,39,0.48717948717948717,0.3076923076923077
NL,2012,102,0.18627450980392157,0.11764705882352941
NL,2013,50,0.5,0.14
NL,2014,243,0.3333333333333333,0.21810699588477367
NL,2015,361,0.26038781163434904,0.1523545706371191
NL,2016,120,0.3333333333333333,0.25
NL,2017,334,0.3203592814371258,0.09281437125748503
NL,2018,236,0.4152542372881356,0.1271186440677966
NL,2019,666,0.15615615615615616,0.06906906906906907
NL,2020,403,0.4838709677419355,0.04466501240694789
NL,2021,451,0.21729490022172948,0.09977827050997783
NL,2022,475,0.3726315789473684,0.11789473684210526
NL,2023,424,0.3419811320754717,0.07547169811320754
NL,2024,445,0.31685393258426964,0.09887640449438202
NL,2025,307,0.26384364820846906,0.06514657980456026
NO,2007,2,0,0
NO,2008,7,0.42857142857142855,0
NO,2009,10,0.3,0.3
NO,2011,5,0.2,0.2
NO,2013,34,0.17647058823529413,0.11764705882352941
NO,2015,6,0.6666666666666666,0.3333333333333333
NO,2016,12,0.16666666666666666,0.08333333333333333
NO,2017,50,0.06,0.02
NO,2018,24,0.625,0.08333333333333333
NO,2019,10,0.2,0.2
NO,2020,213,0.13145539906103287,0.04225352112676056
NO,2021,83,0.21686746987951808,0.024096385542168676
NO,2022,10,0.4,0.1
NO,2023,63,0.1746031746031746,0.031746031746031744
NO,2024,103,0.4174757281553398,0.02912621359223301
NZ,2000,6,0.3333333333333333,0
NZ,2001,20,0.1,0.1
NZ,2005,1,1,1
NZ,2008,2,0,0
NZ,2013,10,0.1,0
NZ,2014,1,0,0
NZ,2015,35,0.22857142857142856,0
NZ,2016,20,0.1,0.1
NZ,2017,4,0,0
NZ,2018,24,0.16666666666666666,0.08333333333333333
NZ,2019,22,0.09090909090909091,0.09090909090909091
NZ,2020,21,0.09523809523809523,0.09523809523809523
NZ,2021,9,0.3333333333333333,0.3333333333333333
NZ,2022,41,0.04878048780487805,0.04878048780487805
NZ,2024,62,0.12903225806451613,0.12903225806451613
PH,2007,9,0,0
PH,2018,2,0,0
PH,2019,1,0,0
PH,2020,7,0.2857142857142857,0
PH,2022,21,0.047619047619047616,0.047619047619047616
PH,2023,12,0.25,0
PH,2024,78,0.6410256410256411,0.01282051282051282
PK,2007,7,0.14285714285714285,0.14285714285714285
PK,2015,17,0.17647058823529413,0
PK,2019,35,0.3142857142857143,0
PK,2021,41,0.14634146341463414,0
PK,2023,71,0.1267605633802817,0.1267605633802817
PK,2025,15,0.2,0
PL,2004,6,0,0
PL,2005,2,0,0
PL,2011,8,0.125,0.125
PL,2012,12,0.16666666666666666,0.16666666666666666
PL,2013,50,0.16,0.16
PL,2014,41,0.21951219512195122,0.12195121951219512
PL,2015,67,0.14925373134328357,0.14925373134328357
PL,2016,11,0.5454545454545454,0.45454545454545453
PL,2017,52,0.09615384615384616,0.09615384615384616
PL,2018,59,0.3559322033898305,0.1864406779661017
PL,2019,25,0.24,0.12
PL,2020,71,0.22535211267605634,0.22535211267605634
PL,2021,111,0.17117117117117117,0.09009009009009009
PL,2022,55,0.2545454545454545,0.05454545454545454
PL,2023,106,0.25471698113207547,0.05660377358490566
PL,2024,182,0.2857142857142857,0.12087912087912088
PL,2025,153,0.17647058823529413,0.1111111111111111
PT,2009,14,0.5714285714285714,0.14285714285714285
PT,2014,22,0.13636363636363635,0.13636363636363635
PT,2015,2,0,0
PT,2016,5,0,0
PT,2017,61,0.08196721311475409,0.03278688524590164
PT,2018,51,0.43137254901960786,0.058823529411764705
PT,2019,21,0.14285714285714285,0.09523809523809523
PT,2020,47,0.2553191489361702,0.0851063829787234
PT,2021,23,0.30434782608695654,0.13043478260869565
PT,2022,90,0.1111111111111111,0.07777777777777778
PT,2023,220,0.22727272727272727,0.12727272727272726
PT,2024,123,0.21138211382113822,0.13821138211382114
PT,2025,61,0.29508196721311475,0.06557377049180328
QA,2017,25,0.12,0
QA,2020,74,0.24324324324324326,0
QA,2022,8,0,0
QA,2024,37,0.05405405405405406,0
QA,2025,25,0.12,0
RE,2020,145,0.6758620689655173,0
RO,2004,16,0.3125,0.3125
RO,2015,18,0.6111111111111112,0.1111111111111111
RO,2016,5,0,0
RO,2017,4,0.5,0
RO,2018,4,0,0
RO,2020,35,0.2,0.11428571428571428
RO,2023,80,0.2125,0
RO,2024,26,0.19230769230769232,0.11538461538461539
RO,2025,81,0.25925925925925924,0.1111111111111111
RS,2015,30,0.06666666666666667,0.06666666666666667
RS,2017,18,0.3888888888888889,0.3888888888888889
RS,2018,16,0.25,0.0625
RS,2019,2,0,0
RS,2021,5,0.2,0.2
RS,2022,18,0.3333333333333333,0.1111111111111111
RS,2024,18,0.3888888888888889,0
RU,2008,1,0,0
RU,2009,5,0,0
RU,2011,3,0.6666666666666666,0
RU,2013,6,0.5,0
RU,2014,6,0,0
RU,2016,30,0.13333333333333333,0.13333333333333333
RU,2017,1,0,0
RU,2018,63,0.2222222222222222,0.07936507936507936
RU,2019,84,0.5238095238095238,0.05952380952380952
RU,2020,242,0.4628099173553719,0.12396694214876033
RU,2021,144,0.20833333333333334,0.18055555555555555
RU,2022,153,0.3202614379084967,0.24183006535947713
RU,2023,94,0.14893617021276595,0.14893617021276595
RU,2024,97,0.44329896907216493,0.2268041237113402
RU,2025,105,0.1523809523809524,0.13333333333333333
SA,2014,4,0,0
SA,2017,55,0.3090909090909091,0.07272727272727272
SA,2020,45,0.1111111111111111,0
SA,2021,30,0.43333333333333335,0.03333333333333333
SA,2022,101,0.16831683168316833,0
SA,2023,3,0.3333333333333333,0.3333333333333333
SA,2024,6,0,0
SA,2025,66,0.10606060606060606,0.07575757575757576
SE,2003,11,0.2727272727272727,0.2727272727272727
SE,2005,4,0,0
SE,2007,25,0.32,0.08
SE,2009,4,0.25,0.25
SE,2010,1,0,0
SE,2011,9,0,0
SE,2012,17,0,0
SE,2013,5,0,0
SE,2014,34,0.47058823529411764,0.058823529411764705
SE,2015,25,0.04,0
SE,2016,50,0.68,0.2
SE,2017,118,0.1440677966101695,0.06779661016949153
SE,2018,34,0.14705882352941177,0.08823529411764706
SE,2019,108,0.06481481481481481,0.046296296296296294
SE,2020,107,0.1588785046728972,0.07476635514018691
SE,2021,378,0.335978835978836,0.07407407407407407
SE,2022,80,0.1875,0.1
SE,2023,103,0.3786407766990291,0.06796116504854369
SE,2024,94,0.5531914893617021,0.09574468085106383
SE,2025,14,0.21428571428571427,0.14285714285714285
SG,2007,26,0.11538461538461539,0
SG,2012,28,0.39285714285714285,0
SG,2013,5,0.6,0
SG,2014,59,0.0847457627118644,0.01694915254237288
SG,2015,18,0.16666666666666666,0
SG,2016,9,0,0
SG,2017,19,0,0
SG,2018,34,0.5294117647058824,0.5294117647058824
SG,2020,101,0.16831683168316833,0.12871287128712872
SG,2021,4,0.5,0.5
SG,2022,99,0.15151515151515152,0.12121212121212122
SG,2023,5,0.2,0
SG,2024,49,0.3469387755102041,0
SG,2025,48,0.3125,0.0625
SI,2007,30,0.1,0.1
SI,2014,23,0.043478260869565216,0
SI,2016,9,0.1111111111111111,0.1111111111111111
SI,2018,30,0.2,0.03333333333333333
SI,2019,11,0.2727272727272727,0.18181818181818182
SI,2020,5,0.2,0
SI,2021,6,0.3333333333333333,0.3333333333333333
SI,2022,112,0.24107142857142858,0.0625
SI,2023,1,1,0
SI,2024,95,0.23157894736842105,0.031578947368421054
SI,2025,54,0.4444444444444444,0.037037037037037035
SK,2015,43,0.11627906976744186,0
SK,2018,1,1,1
SK,2019,28,0.17857142857142858,0
SK,2023,16,0,0
SK,2025,29,0,0
TH,2007,24,0.08333333333333333,0
TH,2014,37,0.02702702702702703,0.02702702702702703
TH,2017,32,0.1875,0
TH,2019,4,0,0
TH,2021,1,0,0
TH,2022,59,0.13559322033898305,0.11864406779661017
TH,2023,39,0.20512820512820512,0
TH,2024,5,0,0
TH,2025,191,0.18324607329842932,0.03664921465968586
TR,2002,27,0.5185185185185185,0
TR,2009,20,0.4,0.4
TR,2015,51,0.23529411764705882,0
TR,2016,7,0.2857142857142857,0.2857142857142857
TR,2019,49,0.14285714285714285,0.02040816326530612
TR,2020,44,0.045454545454545456,0.022727272727272728
TR,2021,76,0.10526315789473684,0.013157894736842105
TR,2022,204,0.22549019607843138,0.22549019607843138
TR,2023,95,0.16842105263157894,0.16842105263157894
TR,2024,93,0.3655913978494624,0.3225806451612903
TR,2025,116,0.28448275862068967,0.15517241379310345
TW,2007,11,0.5454545454545454,0.18181818181818182
TW,2008,11,0.45454545454545453,0.09090909090909091
TW,2012,6,0,0
TW,2013,27,0.07407407407407407,0.07407407407407407
TW,2014,51,0.3333333333333333,0.3333333333333333
TW,2015,10,0.4,0
TW,2016,4,0.25,0.25
TW,2017,80,0.1875,0.125
TW,2018,245,0.24081632653061225,0.21224489795918366
TW,2019,40,0.275,0.275
TW,2020,75,0.56,0.13333333333333333
TW,2021,102,0.20588235294117646,0.0784313725490196
TW,2022,63,0.19047619047619047,0.1111111111111111
TW,2023,141,0.23404255319148937,0.1276595744680851
TW,2024,116,0.14655172413793102,0.1206896551724138
TW,2025,108,0.16666666666666666,0.027777777777777776
UA,2015,10,0.4,0
UA,2018,4,0,0
UA,2019,14,0.14285714285714285,0
UA,2020,3,0,0
UA,2021,43,0.5348837209302325,0.5348837209302325
UA,2022,66,0.15151515151515152,0.07575757575757576
UA,2023,71,0.19718309859154928,0.1267605633802817
UA,2024,24,0.20833333333333334,0.20833333333333334
UA,2025,83,0.20481927710843373,0.03614457831325301
US,2000,170,0.7352941176470589,0.27647058823529413
US,2001,47,0.7021276595744681,0.3617021276595745
US,2002,104,0.5961538461538461,0.46153846153846156
US,2003,88,0.5909090909090909,0.4659090909090909
US,2004,39,0.7948717948717948,0.38461538461538464
US,2005,84,0.7023809523809523,0.7023809523809523
US,2006,118,0.635593220338983,0.576271186440678
US,2007,226,0.6902654867256637,0.42920353982300885
US,2008,154,0.6818181818181818,0.35064935064935066
US,2009,174,0.7011494252873564,0.3103448275862069
US,2010,144,0.6180555555555556,0.4027777777777778
US,2011,210,0.7,0.3761904761904762
US,2012,335,0.6119402985074627,0.4716417910447761
US,2013,489,0.6503067484662577,0.5439672801635992
US,2014,531,0.6572504708097928,0.5254237288135594
US,2015,712,0.6685393258426966,0.526685393258427
US,2016,742,0.6226415094339622,0.44070080862533695
US,2017,981,0.6452599388379205,0.5025484199796126
US,2018,1601,0.584634603372892,0.4722048719550281
US,2019,1564,0.6138107416879796,0.45588235294117646
US,2020,1357,0.6514369933677229,0.36551215917464996
US,2021,1320,0.6234848484848485,0.4121212121212121
US,2022,1243,0.5647626709573612,0.3016894609814964
US,2023,1506,0.5431606905710491,0.40172642762284194
US,2024,1009,0.55599603567889,0.21704658077304262
US,2025,1154,0.5528596187175043,0.3717504332755633
VN,2007,20,0.3,0
VN,2019,77,0.5324675324675324,0
VN,2020,107,0.8785046728971962,0.056074766355140186
VN,2021,65,0.23076923076923078,0.015384615384615385
VN,2022,12,0.16666666666666666,0.16666666666666666
VN,2024,71,0.23943661971830985,0
VN,2025,34,0.4117647058823529,0
ZA,2011,3,0.3333333333333333,0
ZA,2013,18,0,0
ZA,2018,159,0.27672955974842767,0.03773584905660377
ZA,2019,41,0.21951219512195122,0.07317073170731707
ZA,2020,29,0.3448275862068966,0.034482758620689655
ZA,2021,12,0.16666666666666666,0.16666666666666666
ZA,2022,18,0,0
ZA,2023,42,0.30952380952380953,0.09523809523809523
ZA,2024,34,0.29411764705882354,0.029411764705882353
ZA,2025,18,0,0
