citing_country,n_citations,n_citing_works,endogenous_any_n,endogenous_maj_n,scr_any,scr_majority,n_countries_cited,shannon_entropy,hhi,expected_scr,excess_endogeneity_any,excess_endogeneity_maj,endogeneity_ratio_any,endogeneity_ratio_maj,meets_threshold,z_score_any,p_value_any
TH,276,15,32,4,0.11594202898550725,0.014492753623188406,51,3.0413458587627646,0.09688131158852575,0.0013979179681942735,0.11454411101731297,0.013094835654994133,82.93907913299988,10.367384891624985,TRUE,53.45658265265352,0
SG,237,23,48,10,0.20253164556962025,0.04219409282700422,35,2.5518873390045806,0.157003121748179,0.007682363347333131,0.19484928222228712,0.034511729479671086,26.363195336227808,5.492332361714126,TRUE,34.830269261621154,0
SA,231,11,47,6,0.20346320346320346,0.025974025974025976,58,3.0849301537400895,0.09741151362505786,0.002690682814887208,0.20077252064831624,0.02328334315913877,75.61768423147733,9.653321391252426,TRUE,64.34693516078656,0
RO,215,24,57,30,0.2651162790697674,0.13953488372093023,50,3.1819078848118387,0.06824506662169,0.002121618863232902,0.2629946602065345,0.13741326485769734,124.95942775781408,65.76811987253373,TRUE,70.92947769986196,0
EG,202,10,16,3,0.07920792079207921,0.01485148514851485,50,3.0391312904676737,0.0984717358343732,0.0016082242111969517,0.07759969658088225,0.013243260937317898,49.25178979436405,9.23471058644326,TRUE,24.4804079314134,0
HU,196,32,48,8,0.24489795918367346,0.04081632653061224,39,2.7555723953759372,0.13553737973085936,0.002350481539441699,0.24254747764423176,0.03846584499117054,104.19054779806659,17.365091299677765,TRUE,59.86261094649516,0
NZ,192,18,25,16,0.13020833333333334,0.08333333333333333,39,2.768262288596181,0.11069988000404804,0.006179292257637518,0.12402904107569582,0.07715404107569582,21.0717227644311,13.485902569235902,TRUE,20.107950885708508,0
SI,185,21,26,7,0.14054054054054055,0.03783783783783784,53,3.3449163857108517,0.05996086176266357,0.0019546109643778335,0.13858592957616273,0.03588322687346,71.902052685597,19.358244953814577,TRUE,37.25639611648109,0
QA,169,9,26,0,0.15384615384615385,0,39,2.9992896482423985,0.09613365506824587,0.0016020387334615789,0.15224411511269229,-0.0016020387334615789,96.03148203148204,0,TRUE,55.53498369896102,0
HR,163,18,25,4,0.15337423312883436,0.024539877300613498,44,3.11527531624788,0.07781015562031125,0.0011257569478378662,0.1522484761809965,0.02341412035277563,136.24098294343693,21.79855727094991,TRUE,56.752476103416356,0
DZ,160,9,29,17,0.18125,0.10625,39,3.007643019334324,0.07915096211069232,6.185477735372891e-4,0.1806314522264627,0.10563145222646271,293.0250625,171.7733125,TRUE,74.93539541828844,0
PK,148,10,25,7,0.16891891891891891,0.0472972972972973,49,3.199202785703474,0.07257334754368677,0.0030494405235388356,0.16586947839538008,0.04424785677375846,55.39341319006633,15.510155693218573,TRUE,40.655026469410615,0
MA,141,13,9,7,0.06382978723404255,0.04964539007092199,43,3.1737659933555897,0.07752580857330779,8.226685388045946e-4,0.06300711869523795,0.04882272153211739,77.58870580707085,60.34677118327734,TRUE,26.375844276356485,0
UA,127,24,18,9,0.14173228346456693,0.07086614173228346,44,3.1077224616050696,0.0821604938271605,8.350394942753404e-4,0.14089724397029157,0.07003110223800812,169.73123359580052,84.86561679790026,TRUE,42.94463969910926,0
AR,121,20,40,7,0.3305785123966942,0.05785123966942149,38,2.897573423850819,0.09639706663832501,0.0016762644662860536,0.3289022479304082,0.056174975203135434,197.21142996553934,34.51200024396938,TRUE,89.85407557790121,0
KZ,121,8,9,2,0.0743801652892562,0.01652892561983471,49,3.293619111734619,0.06977163190847259,1.7319337659044097e-4,0.07420697191266576,0.01635573224324427,429.46310507674144,95.43624557260921,TRUE,95.15522923018281,0
MO,118,8,17,0,0.1440677966101695,0,36,2.8949261660165853,0.0928888888888889,8.041121055984759e-4,0.14326368450457103,-8.041121055984759e-4,179.16382007822688,0,TRUE,47.50641257862959,0
BG,115,12,37,7,0.3217391304347826,0.06086956521739131,40,3.1191880272258117,0.06955017301038063,0.0010144183486011542,0.3207247120861814,0.059855146868790156,317.1661187698833,60.00440084835631,TRUE,96.3243860614322,0
EE,115,11,22,5,0.19130434782608696,0.043478260869565216,29,2.555893499802416,0.1292284131345435,0.001311321279899053,0.1899930265461879,0.042166939589666164,145.8867104183757,33.15607054963085,TRUE,54.25243312014713,0
CL,112,10,11,4,0.09821428571428571,0.03571428571428571,30,2.894957832305199,0.09234272221285207,0.0019793528753193255,0.09623493283896639,0.033734932838966385,49.619391741071425,18.043415178571426,TRUE,22.58475460565245,0
NG,108,14,14,10,0.12962962962962962,0.09259259259259259,25,2.327078138991515,0.185024,0.002059764085879173,0.12756986554375044,0.09053282850671342,62.93421198976753,44.95300856411967,TRUE,48.035463585821276,0
SK,108,7,10,0,0.09259259259259259,0,33,2.985351903174519,0.07033389662607074,9.340071380413066e-4,0.09165858545455129,-9.340071380413066e-4,99.13478047584007,0,TRUE,27.118593261111894,0
TN,93,4,17,11,0.1827956989247312,0.11827956989247312,30,2.8218649928893864,0.093017578125,6.185477735372891e-4,0.1821771511511939,0.11766102211893584,295.5239784946237,191.2213978494624,FALSE,NA,NA
JO,85,8,30,8,0.35294117647058826,0.09411764705882353,31,2.6882326107176335,0.11900826446280992,0.0011937972029269681,0.3517473792676613,0.09292384985589656,295.6458396830235,78.83889058213958,FALSE,NA,NA
BD,81,11,14,0,0.1728395061728395,0,24,2.450136204596146,0.15298331605240834,0.0013175067576344259,0.17152199941520507,-0.0013175067576344259,131.18680809134642,0,FALSE,NA,NA
LT,78,7,38,3,0.48717948717948717,0.038461538461538464,27,2.526332551624272,0.13940329218106998,6.86588028626391e-4,0.4864928991508608,0.037774950432912076,709.5659505659505,56.01836451836452,FALSE,NA,NA
MN,78,10,28,1,0.358974358974359,0.01282051282051282,22,2.566346685437926,0.12000868055555555,1.9174980979655963e-4,0.3587826091645624,0.01262876301071626,1872.0976013234078,66.86062861869314,FALSE,NA,NA
MT,74,8,14,8,0.1891891891891892,0.10810810810810811,21,2.536540011709597,0.11032990805840996,5.072091743005771e-4,0.18868198001488862,0.10760089893380753,373.0003295978906,213.14304548450892,FALSE,NA,NA
RE,68,1,51,0,0.75,0,13,1.5259811728414694,0.39506172839506176,1.8556433206118676e-5,0.7499814435667939,-1.8556433206118676e-5,40417.25,0,FALSE,NA,NA
