author_id,n_citations_total,n_works,n_countries_cited,shannon_entropy,hhi,top_country,top_country_share,self_cite_rate,author_name,author_countries
https://openalex.org/A5015258192,126,3,44,3.3401989094097178,0.05127236079617031,CN,0.12698412698412698,0.09090909090909091,Dessy Harisanty,ID
https://openalex.org/A5054595225,193,3,47,3.3164953310523724,0.053451099358372035,US,0.12435233160621761,0.11724137931034483,Mohd Kamal Othman,MY
https://openalex.org/A5068973323,193,3,47,3.3164953310523724,0.053451099358372035,US,0.12435233160621761,0.11724137931034483,Nurfarahani Norman Anuar,MY
https://openalex.org/A5029639699,200,6,55,3.2399008892581675,0.0823,US,0.215,0.21739130434782608,Md. Anwarul Islam,BD
https://openalex.org/A5021496270,275,5,48,3.1942829649245703,0.06076033057851239,US,0.12,0.3146067415730337,Alessandro Adamou,IE
https://openalex.org/A5114061280,178,3,44,3.17103415688882,0.07183436434793586,US,0.19662921348314608,0.016260162601626018,Mariapaola Paita,IT
https://openalex.org/A5026253993,129,3,41,3.1607827799349297,0.06652244456462952,GR,0.17054263565891473,0.22,Konstantinos Kotis,GR
https://openalex.org/A5058352961,518,9,60,3.1441536741990728,0.08260163086417913,IT,0.21235521235521235,0.30494505494505497,Roberto Pierdicca,IT
https://openalex.org/A5054303877,109,3,35,3.1429283595551474,0.06455685548354516,US,0.1743119266055046,0.3,Rexwhite Tega Enakrire,ZA
https://openalex.org/A5065358832,241,9,47,3.1392564972355492,0.07288097656720786,US,0.17427385892116182,0.12790697674418605,Emad Mohamed,BD;GB
https://openalex.org/A5081152655,223,11,36,3.1087808348048642,0.06328299382653985,US,0.16143497757847533,0.3644067796610169,Darja Fišer,SI
https://openalex.org/A5000889718,292,3,48,3.096743711696987,0.0789078626383937,IT,0.1952054794520548,0.2648401826484018,Emanuele Frontoni,IT
https://openalex.org/A5069181444,307,5,56,3.0873895523540225,0.08478604547528357,FR,0.19543973941368079,0.28054298642533937,Jean-Baptiste Barreau,FR
https://openalex.org/A5059261666,290,3,47,3.083236388910458,0.07814506539833531,AU,0.1724137931034483,0.29310344827586204,Tan Yiğitcanlar,AU
https://openalex.org/A5023823294,217,3,41,3.0792771968545902,0.06674594916010108,GR,0.12442396313364056,0.27586206896551724,Yumeng Hou,CH
https://openalex.org/A5036579611,104,5,33,3.0634478056702434,0.06582840236686391,DE,0.125,0.25609756097560976,Andrij Rovenchak,UA
