author_id,n_citations_total,n_works,n_countries_cited,shannon_entropy,hhi,top_country,top_country_share,self_cite_rate,author_name,author_countries,max_entropy,entropy_norm
https://openalex.org/A5052787141,85,5,32,2.9097594447623973,0.09121107266435986,US,0.21176470588235294,0.3103448275862069,James Hutson,US,3.4657359027997265,0.8395791042277069
https://openalex.org/A5028952369,57,3,26,2.8982765571602775,0.08217913204062788,FI,0.21052631578947367,0.32432432432432434,Senka Drobac,FI,3.258096538021482,0.8895612893411349
https://openalex.org/A5076394591,120,3,30,2.877374172841691,0.08652777777777777,CN,0.175,0.26881720430107525,Kanglong Liu,HK,3.4011973816621555,0.845988588711522
https://openalex.org/A5011458000,159,6,31,2.875924599695686,0.08112811993196471,US,0.15723270440251572,0.43157894736842106,Moshe Lavee,IL,3.4339872044851463,0.8374884437366068
https://openalex.org/A5023816166,127,5,31,2.8595678645720697,0.0851261702523405,US,0.18110236220472442,0.2,Andrea Bellandi,IT,3.4339872044851463,0.8327252532674482
https://openalex.org/A5025494105,94,3,27,2.8464835737050165,0.0819375282933454,FR,0.19148936170212766,0.33962264150943394,Marie Puren,FR,3.295836866004329,0.8636603355784168
https://openalex.org/A5086224701,61,3,24,2.8387972397135144,0.07766729373824241,GB,0.16393442622950818,0.75,Milan van Lange,NL,3.1780538303479458,0.8932502063386106
https://openalex.org/A5029360913,170,3,36,2.8276886826700185,0.09778546712802769,GB,0.21764705882352942,0.29838709677419356,Charlie Hargood,GB,3.58351893845611,0.7890815511884175
https://openalex.org/A5015850691,116,3,32,2.8271200140190427,0.09453032104637336,IT,0.20689655172413793,0.3333333333333333,Ramona Quattrini,IT,3.4657359027997265,0.8157344048446419
https://openalex.org/A5011248342,162,3,32,2.826235821009283,0.08847736625514403,US,0.16666666666666666,0.3211009174311927,Nikolaos Partarakis,FR,3.4657359027997265,0.8154792806705681
https://openalex.org/A5014712120,162,3,32,2.826235821009283,0.08847736625514403,US,0.16666666666666666,0.3211009174311927,Ilia Adami,FR,3.4657359027997265,0.8154792806705681
https://openalex.org/A5089987396,162,3,32,2.826235821009283,0.08847736625514403,US,0.16666666666666666,0.3211009174311927,Xenophon Zabulis,GR,3.4657359027997265,0.8154792806705681
https://openalex.org/A5068789709,250,11,35,2.823983609823369,0.09372799999999999,US,0.22,0.25748502994011974,Mike Kestemont,BE,3.5553480614894135,0.794291743306938
https://openalex.org/A5076012918,78,5,26,2.8197974449712007,0.0811965811965812,FR,0.15384615384615385,0.2692307692307692,Thibault Clérice,FR,3.258096538021482,0.8654738777886416
https://openalex.org/A5051059391,95,3,27,2.808811126080251,0.09961218836565097,DE,0.25263157894736843,0.6944444444444444,Nanette Rißler-Pipka,DE,3.295836866004329,0.8522300223813813
https://openalex.org/A5065862748,85,5,24,2.807620873265195,0.07737024221453287,CN,0.15294117647058825,0.208955223880597,Tong Wei,CN,3.1780538303479458,0.8834403138343965
https://openalex.org/A5055991257,135,3,28,2.8049446036585066,0.0865294924554184,US,0.2,0.16666666666666666,Ivan Sipiran,PE,3.332204510175204,0.8417684434113636
https://openalex.org/A5051192482,201,6,36,2.804554248603917,0.10645776094651122,US,0.25870646766169153,0.08227848101265822,Steven Verstockt,BE,3.58351893845611,0.7826257644426473
https://openalex.org/A5049722294,163,4,30,2.793482945797044,0.09202453987730062,US,0.1901840490797546,0.16666666666666666,George Papagiannakis,GR,3.4011973816621555,0.82132338477571
https://openalex.org/A5042333468,107,4,26,2.793453694744278,0.08620840248056598,US,0.16822429906542055,0.15384615384615385,Ioanna Lykourentzou,NL,3.258096538021482,0.8573882517430365
https://openalex.org/A5101437756,58,3,22,2.7911112678074246,0.07966706302021404,DE,0.1724137931034483,0.6363636363636364,Frank Fischer,DE,3.091042453358316,0.9029676265930847
https://openalex.org/A5046117814,111,4,30,2.790768693191001,0.09536563590617644,FR,0.2072072072072072,0.38666666666666666,Carmen Brando,FR,3.4011973816621555,0.8205253562282705
https://openalex.org/A5069688549,76,5,25,2.786125563682493,0.09037396121883655,GB,0.21052631578947367,0.5319148936170213,Andreas Vlachidis,GB,3.2188758248682006,0.8655585723927617
https://openalex.org/A5100611610,80,3,29,2.7854888817899104,0.0984375,CN,0.1875,0.12857142857142856,Wanwan Zheng,JP,3.367295829986474,0.827218344460427
https://openalex.org/A5064778594,194,4,27,2.785329653170512,0.08927622489106175,US,0.21649484536082475,0.17985611510791366,Yiorgos Chrysanthou,CY,3.295836866004329,0.8451054364675746
https://openalex.org/A5084395826,180,11,30,2.7807044849786546,0.09376543209876544,NL,0.17777777777777778,0.2727272727272727,Victor de Boer,NL,3.4011973816621555,0.8175663370703091
https://openalex.org/A5031440160,80,3,26,2.7787352214402037,0.091875,US,0.2125,0.15,Gustavo Patow,ES,3.258096538021482,0.852870744931218
https://openalex.org/A5068067418,90,3,25,2.7762196008480355,0.0965432098765432,GB,0.24444444444444444,0.40298507462686567,Daniela Petrelli,GB,3.2188758248682006,0.8624811120080129
https://openalex.org/A5006766510,355,10,40,2.7756988589724836,0.11500099186669313,US,0.27605633802816903,0.15708812260536398,Maayan Zhitomirsky‐Geffet,IL,3.6888794541139363,0.7524504103480396
https://openalex.org/A5005815493,212,5,29,2.7756566804501968,0.09180313278746885,US,0.18396226415094338,0.4793388429752066,Gustavo Candela,ES,3.367295829986474,0.8242984342903267
https://openalex.org/A5011635545,54,4,23,2.7718092830956156,0.08847736625514402,US,0.2037037037037037,0.06060606060606061,Tomaž Erjavec,SI,3.1354942159291497,0.8840103320918542
https://openalex.org/A5064638062,223,6,36,2.7668468162047746,0.12280560638661546,US,0.30493273542600896,0.44,Holly Rushmeier,US,3.58351893845611,0.7721033050816852
