author_id,n_citations_total,n_works,n_countries_cited,shannon_entropy,hhi,top_country,top_country_share,self_cite_rate,author_name,author_countries
https://openalex.org/A5091320920,56,3,20,2.4497107972335646,0.14285714285714288,US,0.32142857142857145,0.0625,Vladimír Matlach,CZ
https://openalex.org/A5027177449,99,3,20,2.4467069286847742,0.13212937455361698,US,0.2828282828282828,0.2191780821917808,Marco Callieri,IT
https://openalex.org/A5002650357,78,3,18,2.4408078333028946,0.12294543063773833,GR,0.2692307692307692,0.38181818181818183,Athina Kritsotaki,GR
https://openalex.org/A5000312455,64,4,23,2.4345081319815005,0.17724609375,CN,0.390625,0.5,Pengpeng Cheng,CN
https://openalex.org/A5019080098,64,4,23,2.4345081319815005,0.17724609375,CN,0.390625,0.5,Daoling Chen,CN
https://openalex.org/A5038641951,168,5,26,2.42554421359398,0.1464002267573696,US,0.2976190476190476,0.288,Matteo Dellepiane,IT
https://openalex.org/A5000118472,17,3,12,2.425479708432719,0.09342560553633218,GB,0.11764705882352941,0.2727272727272727,Eid Mohamed,QA
https://openalex.org/A5049441601,179,5,29,2.425268971056166,0.16781623544833185,US,0.36312849162011174,0.25925925925925924,Paolo Cignoni,IT
https://openalex.org/A5012965551,155,4,20,2.407611184111525,0.13848074921956294,US,0.3032258064516129,0.17592592592592593,Daniel Gática-Pérez,CH
https://openalex.org/A5053358969,155,4,20,2.407611184111525,0.13848074921956294,US,0.3032258064516129,0.17592592592592593,Jean‐Marc Odobez,CH
https://openalex.org/A5079227238,63,5,15,2.402677316714865,0.10859158478206096,GB,0.1746031746031746,0.08163265306122448,Tara Lee Andrews,AT
https://openalex.org/A5013546425,251,8,30,2.4023714653704444,0.16109268106855446,US,0.33067729083665337,0.3473684210526316,Roberto Scopigno,IT
https://openalex.org/A5083285009,35,3,16,2.3999965487362878,0.13142857142857142,CN,0.2857142857142857,0.45454545454545453,Jiangfeng Liu,CN
https://openalex.org/A5086685353,215,18,29,2.391289651785582,0.15413737155219037,FI,0.31627906976744186,0.48717948717948717,Eero Hyvönen,FI
https://openalex.org/A5034892295,73,5,19,2.3873599045672056,0.13191968474385438,US,0.2191780821917808,0.21666666666666667,Patricia Martín-Rodilla,ES
https://openalex.org/A5003859694,22,3,13,2.3864102028340204,0.11157024793388429,US,0.22727272727272727,0.5,Nina Tahmasebi,SE
